q	s	pident	length	qlen	slen	qstart	qend	sstart	send	evalue	bits	qcov	scov	q_label	s_label	q_locus	s_locus
730334_Guatemala|C5AD400_001716-T1	UTAH_23742X260|CC29979_006058-T1	100.0	22	130	89	3	24	68	89	1.85e-11	50.1	0.169	0.247	H073	H086	L002	L002
B3440|C2CD592_003898-T1	B3228|C904DB3_000957-T1	27.5	167	1687	746	724	883	3	155	5.36e-08	50.1	0.095	0.205	H053	H062	L001	L004
B3228|C904DB3_000957-T1	CA2|CD8B963_008471-T1	25.8	194	746	548	3	179	250	436	1.75e-08	50.1	0.237	0.341	H062	H070	L004	L001
B11871|CA42FC6_007798-T1	B3491|C53B4A4_001549-T1	25.5	278	394	1273	3	263	525	776	8.24e-09	50.1	0.662	0.198	H049	H048	L002	L001
730334_Guatemala|C5AD400_001716-T1	5SD|CCCC1E1_003646-T1	100.0	22	130	105	3	24	84	105	2.62e-11	50.1	0.169	0.21	H073	H055	L002	L002
B3222|C3A673A_002130-T1	UTAH_23742X260|CC29979_006058-T1	100.0	22	117	89	3	24	68	89	1.31e-11	50.1	0.188	0.247	H076	H086	L002	L002
SDVA42|C8631F9_001720-T1	UTAH_23742X205|CB0BD29_008619-T1	24.6	264	257	1014	3	250	525	763	2.74e-09	50.1	0.965	0.236	H064	H067	L002	L001
UTAH_23742X205|CB0BD29_008619-T1	B3228|C904DB3_000957-T1	27.5	167	1014	746	724	883	3	155	2.95e-08	50.1	0.158	0.205	H067	H062	L001	L004
COCSP_8725|CCC6481_008432-T1	B3228|C904DB3_000957-T1	27.5	167	1012	746	724	883	3	155	2.94e-08	50.1	0.158	0.205	H061	H062	L001	L004
SDVA42|C8631F9_001720-T1	CA7|CFA4D20_007665-T1	24.6	264	257	798	3	250	525	763	2.61e-09	50.1	0.965	0.299	H064	H078	L002	L001
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	B3228|C904DB3_000957-T1	27.5	167	983	746	724	883	3	155	2.84e-08	50.1	0.163	0.205	H084	H062	L020	L004
B3222|C3A673A_002130-T1	B11035|C5FC1D8_000225-T1	100.0	22	117	149	3	24	128	149	4.12e-11	50.1	0.188	0.148	H076	H056	L002	L002
TX8|C5FF6CA_008304-T1	B3228|C904DB3_000957-T1	27.5	167	983	746	724	883	3	155	2.84e-08	50.1	0.163	0.205	H085	H062	L001	L004
B3222|C3A673A_002130-T1	5SD|CCCC1E1_003646-T1	100.0	22	117	105	3	24	84	105	1.85e-11	50.1	0.188	0.21	H076	H055	L002	L002
B16531|C0BF1BA_007130-T1	B3228|C904DB3_000957-T1	27.5	167	1371	746	724	883	3	155	4.23e-08	50.1	0.117	0.205	H068	H062	L001	L004
B3491|C53B4A4_001549-T1	B3228|C904DB3_000957-T1	27.5	167	1273	746	724	883	3	155	3.88e-08	50.1	0.126	0.205	H048	H062	L001	L004
SDVA42|C8631F9_001720-T1	CA2|CD8B963_008471-T1	24.6	264	257	548	3	250	51	289	2.35e-09	50.1	0.965	0.436	H064	H070	L002	L001
CA2|CD8B963_008471-T1	B3228|C904DB3_000957-T1	27.5	167	548	746	250	409	3	155	1.69e-08	49.7	0.292	0.205	H070	H062	L001	L004
B11002|C5E4193_001102-T1	Michoacan_1|C0F72A3_003139-T1	25.5	286	581	676	148	418	3	277	1.78e-08	49.7	0.466	0.407	H074	H058	L004	L002
Michoacan_1|C0F72A3_003139-T1	UTAH_23742X205|CB0BD29_008619-T1	25.5	278	676	1014	3	263	525	776	2.49e-08	49.7	0.386	0.249	H058	H067	L002	L001
B12527|C750C60_003353-T1	B15145|CD39A0E_003234-T1	28.1	167	1595	233	724	883	3	155	1.93e-08	49.7	0.1	0.657	H060	H063	L001	L004
SDVA42|C8631F9_001720-T1	B3491|C53B4A4_001549-T1	24.6	264	257	1273	3	250	525	763	3.78e-09	49.7	0.965	0.188	H064	H048	L002	L001
SDVA38|CE6DD8A_000803-T1	UTAH_20380X1|CF4A409_007973-T1	27.6	134	271	440	27	155	312	434	3.32e-09	49.7	0.476	0.28	H029	H036	L001	L012
B3301|C251A4F_003646-T1	SDVA42|C8631F9_001720-T1	25.3	253	844	257	411	648	3	246	1.16e-08	49.7	0.282	0.949	H027	H064	L004	L002
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	B15145|CD39A0E_003234-T1	28.1	167	983	233	724	883	3	155	1.12e-08	49.7	0.163	0.657	H083	H063	L001	L004
Michoacan_1|C0F72A3_003139-T1	CA7|CFA4D20_007665-T1	25.5	278	676	798	3	263	525	776	2.34e-08	49.7	0.386	0.316	H058	H078	L002	L001
Michoacan_1|C0F72A3_003139-T1	CA2|CD8B963_008471-T1	25.5	278	676	548	3	263	51	302	2.01e-08	49.7	0.386	0.46	H058	H070	L002	L001
B15145|CD39A0E_003234-T1	Phoenix_2|CE7BF4E_002155-T1	25.8	194	233	764	3	179	378	564	3.41e-09	49.3	0.76	0.245	H063	H066	L004	L001
UTAH_23742X205|CB0BD29_008619-T1	UTAH_20380X10|CE3D476_001466-T1	28.1	114	1014	439	452	559	330	438	3.88e-08	49.3	0.107	0.248	H067	H071	L001	L004
CA7|CFA4D20_007665-T1	UTAH_20380X10|CE3D476_001466-T1	28.1	114	798	439	452	559	330	438	2.88e-08	49.3	0.135	0.248	H078	H071	L001	L004
UTAH_20380X10|CE3D476_001466-T1	578-1_L_NEW_CPA0049|C79DB71_006976-T1	29.8	114	439	1608	321	431	334	443	1.81e-08	49.3	0.253	0.068	H071	H047	L004	L006
Michoacan_1|C0F72A3_003139-T1	B3491|C53B4A4_001549-T1	25.5	278	676	1273	3	263	525	776	3.42e-08	49.3	0.386	0.198	H058	H048	L002	L001
B15145|CD39A0E_003234-T1	UTAH_23742X205|CB0BD29_008619-T1	25.8	194	233	1014	3	179	724	910	3.58e-09	49.3	0.76	0.184	H063	H067	L004	L001
485B-1_L_OLD_CPA0023|C4025D1_005989-T1	UTAH_20380X1|CF4A409_007973-T1	28.1	121	188	440	37	155	325	434	1.41e-09	49.3	0.633	0.25	H043	H036	L001	L012
UTAH_20380X10|CE3D476_001466-T1	407-0_S_OLD_CPA0002|C577643_002522-T1	29.8	114	439	898	321	431	334	443	1.64e-08	49.3	0.253	0.122	H071	H065	L004	L006
B3491|C53B4A4_001549-T1	UTAH_20380X10|CE3D476_001466-T1	28.1	114	1273	439	452	559	330	438	5.09e-08	49.3	0.085	0.248	H048	H071	L001	L004
Michoacan_1|C0F72A3_003139-T1	B11002|C5E4193_001102-T1	25.2	286	676	581	3	277	148	418	2.73e-08	49.3	0.407	0.466	H058	H074	L002	L004
B15145|CD39A0E_003234-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	26.7	172	233	983	3	160	724	888	4.78e-09	48.9	0.678	0.168	H063	H084	L004	L020
B15145|CD39A0E_003234-T1	TX8|C5FF6CA_008304-T1	26.7	172	233	983	3	160	724	888	4.78e-09	48.9	0.678	0.168	H063	H085	L004	L001
TX8|C5FF6CA_008304-T1	UTAH_20380X10|CE3D476_001466-T1	27.2	114	983	439	452	559	330	438	4.93e-08	48.9	0.11	0.248	H085	H071	L001	L004
TX8|C5FF6CA_008304-T1	B15145|CD39A0E_003234-T1	27.5	167	983	233	724	883	3	155	2.02e-08	48.9	0.163	0.657	H085	H063	L001	L004
B15145|CD39A0E_003234-T1	COCSP_8725|CCC6481_008432-T1	26.7	172	233	1012	3	160	724	888	4.8e-09	48.9	0.678	0.163	H063	H061	L004	L001
Phoenix_2|CE7BF4E_002155-T1	B15145|CD39A0E_003234-T1	27.5	167	764	233	378	537	3	155	1.5e-08	48.9	0.209	0.657	H066	H063	L001	L004
B3491|C53B4A4_001549-T1	B15145|CD39A0E_003234-T1	27.5	167	1273	233	724	883	3	155	2.7e-08	48.9	0.126	0.657	H048	H063	L001	L004
B15145|CD39A0E_003234-T1	B3440|C2CD592_003898-T1	26.7	172	233	1687	3	160	724	888	5.09e-09	48.9	0.678	0.098	H063	H053	L004	L001
B15145|CD39A0E_003234-T1	B16531|C0BF1BA_007130-T1	26.7	172	233	1371	3	160	724	888	4.99e-09	48.9	0.678	0.12	H063	H068	L004	L001
B15145|CD39A0E_003234-T1	B3491|C53B4A4_001549-T1	26.7	172	233	1273	3	160	724	888	4.95e-09	48.9	0.678	0.13	H063	H048	L004	L001
UTAH_23742X205|CB0BD29_008619-T1	B15145|CD39A0E_003234-T1	27.5	167	1014	233	724	883	3	155	2.09e-08	48.9	0.158	0.657	H067	H063	L001	L004
COCSP_8725|CCC6481_008432-T1	UTAH_20380X10|CE3D476_001466-T1	27.2	114	1012	439	452	559	330	438	5.11e-08	48.9	0.107	0.248	H061	H071	L001	L004
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	UTAH_20380X10|CE3D476_001466-T1	27.2	114	983	439	452	559	330	438	4.93e-08	48.9	0.11	0.248	H083	H071	L001	L004
COCSP_8725|CCC6481_008432-T1	B15145|CD39A0E_003234-T1	27.5	167	1012	233	724	883	3	155	2.09e-08	48.9	0.158	0.657	H061	H063	L001	L004
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	B15145|CD39A0E_003234-T1	27.5	167	983	233	724	883	3	155	2.02e-08	48.9	0.163	0.657	H084	H063	L020	L004
B16531|C0BF1BA_007130-T1	B15145|CD39A0E_003234-T1	27.5	167	1371	233	724	883	3	155	2.94e-08	48.9	0.117	0.657	H068	H063	L001	L004
Phoenix_2|CE7BF4E_002155-T1	UTAH_20380X10|CE3D476_001466-T1	27.2	114	764	439	106	213	330	438	3.59e-08	48.9	0.141	0.248	H066	H071	L001	L004
B16531|C0BF1BA_007130-T1	UTAH_20380X10|CE3D476_001466-T1	27.2	114	1371	439	452	559	330	438	7.3e-08	48.9	0.079	0.248	H068	H071	L001	L004
B11871|CA42FC6_007798-T1	B11002|C5E4193_001102-T1	26.0	288	394	581	3	277	148	418	1.54e-08	48.9	0.698	0.466	H049	H074	L002	L004
B12527|C750C60_003353-T1	UTAH_20380X10|CE3D476_001466-T1	27.2	114	1595	439	452	559	330	438	8.67e-08	48.9	0.068	0.248	H060	H071	L001	L004
B3440|C2CD592_003898-T1	B15145|CD39A0E_003234-T1	27.5	167	1687	233	724	883	3	155	3.69e-08	48.9	0.095	0.657	H053	H063	L001	L004
B11871|CA42FC6_007798-T1	Phoenix_2|CE7BF4E_002155-T1	25.2	278	394	764	3	263	179	430	2.25e-08	48.5	0.662	0.33	H049	H066	L002	L001
SDVA42|C8631F9_001720-T1	UTAH_23742X6|CAC50EA_001516-T1	24.9	253	257	1363	3	246	411	648	9.09e-09	48.5	0.949	0.175	H064	H026	L002	L004
B11871|CA42FC6_007798-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	25.2	278	394	983	3	263	525	776	2.39e-08	48.5	0.662	0.256	H049	H084	L002	L020
B11871|CA42FC6_007798-T1	COCSP_8725|CCC6481_008432-T1	25.2	278	394	1012	3	263	525	776	2.4e-08	48.5	0.662	0.249	H049	H061	L002	L001
SDVA42|C8631F9_001720-T1	B3301|C251A4F_003646-T1	24.9	253	257	844	3	246	411	648	8.45e-09	48.5	0.949	0.282	H064	H027	L002	L004
B11871|CA42FC6_007798-T1	B16531|C0BF1BA_007130-T1	25.2	278	394	1371	3	263	525	776	2.53e-08	48.5	0.662	0.184	H049	H068	L002	L001
CA2|CD8B963_008471-T1	B15145|CD39A0E_003234-T1	27.5	167	548	233	250	409	3	155	1.32e-08	48.5	0.292	0.657	H070	H063	L001	L004
B11871|CA42FC6_007798-T1	B3440|C2CD592_003898-T1	25.2	278	394	1687	3	263	525	776	2.6e-08	48.5	0.662	0.149	H049	H053	L002	L001
B15145|CD39A0E_003234-T1	CA2|CD8B963_008471-T1	25.8	194	233	548	3	179	250	436	5.62e-09	48.5	0.76	0.341	H063	H070	L004	L001
B11871|CA42FC6_007798-T1	TX8|C5FF6CA_008304-T1	25.2	278	394	983	3	263	525	776	2.39e-08	48.5	0.662	0.256	H049	H085	L002	L001
B11002|C5E4193_001102-T1	B3276|C38AD85_001344-T1	23.4	205	581	541	73	253	317	514	4.88e-08	48.1	0.312	0.366	H074	H077	L004	L005
SDVA10|CE292C0_006993-T1	5SD|CCCC1E1_001065-T1	31.3	99	105	797	11	99	75	171	4.64e-10	48.1	0.848	0.122	H038	H028	L012	L008
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	UTAH_20380X10|CE3D476_001466-T1	27.2	114	983	439	452	559	330	438	8.58e-08	48.1	0.11	0.248	H084	H071	L020	L004
SDVA42|C8631F9_001720-T1	Phoenix_2|CE7BF4E_002155-T1	24.2	264	257	764	3	250	179	417	1.1e-08	48.1	0.965	0.313	H064	H066	L002	L001
SDVA42|C8631F9_001720-T1	TX8|C5FF6CA_008304-T1	24.2	264	257	983	3	250	525	763	1.16e-08	48.1	0.965	0.243	H064	H085	L002	L001
SDVA42|C8631F9_001720-T1	B3440|C2CD592_003898-T1	24.2	264	257	1687	3	250	525	763	1.24e-08	48.1	0.965	0.142	H064	H053	L002	L001
SDVA42|C8631F9_001720-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	24.2	264	257	983	3	250	525	763	1.16e-08	48.1	0.965	0.243	H064	H084	L002	L020
SDVA42|C8631F9_001720-T1	COCSP_8725|CCC6481_008432-T1	24.2	264	257	1012	3	250	525	763	1.17e-08	48.1	0.965	0.236	H064	H061	L002	L001
SDVA42|C8631F9_001720-T1	B16531|C0BF1BA_007130-T1	24.2	264	257	1371	3	250	525	763	1.22e-08	48.1	0.965	0.174	H064	H068	L002	L001
B3440|C2CD592_003898-T1	UTAH_20380X10|CE3D476_001466-T1	27.2	114	1687	439	452	559	330	438	1.6e-07	48.1	0.064	0.248	H053	H071	L001	L004
Michoacan_1|C0F72A3_003139-T1	Phoenix_2|CE7BF4E_002155-T1	25.2	278	676	764	3	263	179	430	9.08e-08	47.8	0.386	0.33	H058	H066	L002	L001
B11871|CA42FC6_007798-T1	B12527|C750C60_003353-T1	24.8	278	394	1595	3	263	525	776	4.5e-08	47.8	0.662	0.158	H049	H060	L002	L001
B11871|CA42FC6_007798-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	24.8	278	394	983	3	263	525	776	4.17e-08	47.8	0.662	0.256	H049	H083	L002	L001
Michoacan_1|C0F72A3_003139-T1	B16531|C0BF1BA_007130-T1	25.2	278	676	1371	3	263	525	776	1.03e-07	47.8	0.386	0.184	H058	H068	L002	L001
Michoacan_1|C0F72A3_003139-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	25.2	278	676	983	3	263	525	776	9.69e-08	47.8	0.386	0.256	H058	H084	L002	L020
Michoacan_1|C0F72A3_003139-T1	B3440|C2CD592_003898-T1	25.2	278	676	1687	3	263	525	776	1.06e-07	47.8	0.386	0.149	H058	H053	L002	L001
Michoacan_1|C0F72A3_003139-T1	COCSP_8725|CCC6481_008432-T1	25.2	278	676	1012	3	263	525	776	9.75e-08	47.8	0.386	0.249	H058	H061	L002	L001
Michoacan_1|C0F72A3_003139-T1	TX8|C5FF6CA_008304-T1	25.2	278	676	983	3	263	525	776	9.69e-08	47.8	0.386	0.256	H058	H085	L002	L001
SDVA42|C8631F9_001720-T1	B12527|C750C60_003353-T1	23.9	264	257	1595	3	250	525	763	2.2e-08	47.4	0.965	0.15	H064	H060	L002	L001
SDVA42|C8631F9_001720-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	23.9	264	257	983	3	250	525	763	2.07e-08	47.4	0.965	0.243	H064	H083	L002	L001
CA2|CD8B963_008471-T1	UTAH_20380X10|CE3D476_001466-T1	31.8	85	548	439	2	85	359	438	6.94e-08	47.4	0.153	0.182	H070	H071	L001	L004
SDVA10|CE292C0_006993-T1	409B-0_L_OLD_CPA0011|C90261E_007970-T1	33.3	99	105	1090	11	99	417	513	8.8e-10	47.4	0.848	0.089	H038	H025	L012	L008
Michoacan_1|C0F72A3_003139-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	24.8	278	676	983	3	263	525	776	1.67e-07	47.0	0.386	0.256	H058	H083	L002	L001
UTAH_20380X1|CF4A409_007973-T1	SDVA38|CE6DD8A_000803-T1	27.6	134	440	271	312	434	27	155	4.1e-08	47.0	0.28	0.476	H036	H029	L012	L001
730332_Guatemala|C45F23D_001753-T1	UTAH_20380X1|CF4A409_007973-T1	28.0	118	150	440	2	117	328	434	3.9e-09	47.0	0.773	0.243	H030	H036	L001	L012
Michoacan_1|C0F72A3_003139-T1	B12527|C750C60_003353-T1	24.8	278	676	1595	3	263	525	776	1.81e-07	47.0	0.386	0.158	H058	H060	L002	L001
B3228|C904DB3_000957-T1	GT-101|C4EFBB3_002316-T1	24.0	171	746	1631	5	155	641	808	2.07e-07	47.0	0.202	0.103	H062	H051	L004	L006
UTAH_23742X51|C229CD7_002130-T1	UTAH_20380X1|CF4A409_007973-T1	28.0	118	196	440	2	117	328	434	1.33e-08	46.6	0.592	0.243	H034	H036	L001	L012
B15145|CD39A0E_003234-T1	GT-101|C4EFBB3_002316-T1	26.6	124	233	1631	5	122	641	761	2.93e-08	46.6	0.506	0.074	H063	H051	L004	L006
B15145|CD39A0E_003234-T1	B15142|CE5AC85_003480-T1	26.6	124	233	768	5	122	641	761	2.65e-08	46.6	0.506	0.158	H063	H075	L004	L006
CA2|CD8B963_008471-T1	B15142|CE5AC85_003480-T1	21.2	405	548	768	2	381	396	761	1.54e-07	46.6	0.693	0.477	H070	H075	L001	L006
B3228|C904DB3_000957-T1	B15142|CE5AC85_003480-T1	26.6	124	746	768	5	122	641	761	2.36e-07	46.6	0.158	0.158	H062	H075	L004	L006
UTAH_20380X10|CE3D476_001466-T1	B3491|C53B4A4_001549-T1	28.1	114	439	1273	330	438	452	559	1.21e-07	46.6	0.248	0.085	H071	H048	L004	L001
UTAH_20380X10|CE3D476_001466-T1	UTAH_23742X205|CB0BD29_008619-T1	28.1	114	439	1014	330	438	452	559	1.16e-07	46.6	0.248	0.107	H071	H067	L004	L001
B11002|C5E4193_001102-T1	SDVA42|C8631F9_001720-T1	24.9	253	581	257	148	385	3	246	7.4e-08	46.6	0.41	0.949	H074	H064	L004	L002
B11400|CF1B8A4_004391-T1	UTAH_20380X1|CF4A409_007973-T1	28.0	118	196	440	2	117	328	434	1.33e-08	46.6	0.592	0.243	H031	H036	L001	L012
UTAH_20380X10|CE3D476_001466-T1	CA7|CFA4D20_007665-T1	28.1	114	439	798	330	438	452	559	1.1e-07	46.6	0.248	0.135	H071	H078	L004	L001
UTAH_20380X1|CF4A409_007973-T1	485B-1_L_OLD_CPA0023|C4025D1_005989-T1	28.1	121	440	188	325	434	37	155	3.65e-08	46.2	0.25	0.633	H036	H043	L012	L001
UTAH_20380X10|CE3D476_001466-T1	Phoenix_2|CE7BF4E_002155-T1	27.2	114	439	764	330	438	106	213	1.9e-07	45.8	0.248	0.141	H071	H066	L004	L001
UTAH_20380X10|CE3D476_001466-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	27.2	114	439	983	330	438	452	559	2.01e-07	45.8	0.248	0.11	H071	H083	L004	L001
UTAH_20380X10|CE3D476_001466-T1	TX8|C5FF6CA_008304-T1	27.2	114	439	983	330	438	452	559	2.01e-07	45.8	0.248	0.11	H071	H085	L004	L001
UTAH_20380X10|CE3D476_001466-T1	COCSP_8725|CCC6481_008432-T1	27.2	114	439	1012	330	438	452	559	2.02e-07	45.8	0.248	0.107	H071	H061	L004	L001
GT-101|C4EFBB3_002316-T1	B15145|CD39A0E_003234-T1	26.4	121	1631	233	644	761	8	122	3.68e-07	45.8	0.072	0.494	H051	H063	L006	L004
GT-158|C010C21_006437-T1	UTAH_20380X1|CF4A409_007973-T1	28.0	118	168	440	2	117	328	434	1.45e-08	45.8	0.69	0.243	H042	H036	L001	L012
B10757_Nevada|CAE1CCF_003071-T1	UTAH_20380X1|CF4A409_007973-T1	28.0	118	196	440	2	117	328	434	2.41e-08	45.8	0.592	0.243	H035	H036	L001	L012
GT-101|C4EFBB3_002316-T1	B3228|C904DB3_000957-T1	26.4	121	1631	746	644	761	8	122	1.02e-06	45.8	0.072	0.154	H051	H062	L006	L004
UTAH_20380X10|CE3D476_001466-T1	B12527|C750C60_003353-T1	27.2	114	439	1595	330	438	452	559	2.16e-07	45.8	0.248	0.068	H071	H060	L004	L001
UTAH_20380X10|CE3D476_001466-T1	B16531|C0BF1BA_007130-T1	27.2	114	439	1371	330	438	452	559	2.12e-07	45.8	0.248	0.079	H071	H068	L004	L001
Phoenix_1|CDD70D4_008045-T1	UTAH_20380X1|CF4A409_007973-T1	27.1	118	196	440	2	117	328	434	3.25e-08	45.4	0.592	0.243	H039	H036	L001	L012
UTAH_20380X10|CE3D476_001466-T1	CA2|CD8B963_008471-T1	32.5	83	439	548	361	438	4	85	2.24e-07	45.4	0.178	0.15	H071	H070	L004	L001
SDVA42|C8631F9_001720-T1	B11002|C5E4193_001102-T1	24.5	253	257	581	3	246	148	385	7.79e-08	45.4	0.949	0.41	H064	H074	L002	L004
UTAH_20380X10|CE3D476_001466-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	27.2	114	439	983	330	438	452	559	2.65e-07	45.4	0.248	0.11	H071	H084	L004	L020
UTAH_20380X10|CE3D476_001466-T1	B3440|C2CD592_003898-T1	27.2	114	439	1687	330	438	452	559	2.87e-07	45.4	0.248	0.064	H071	H053	L004	L001
B15142|CE5AC85_003480-T1	CA2|CD8B963_008471-T1	21.2	406	768	548	396	761	2	381	6.49e-07	45.1	0.477	0.693	H075	H070	L006	L001
578-1_L_NEW_CPA0049|C79DB71_006976-T1	B15145|CD39A0E_003234-T1	28.2	124	1608	233	615	735	5	122	6.48e-07	45.1	0.075	0.506	H047	H063	L006	L004
407-0_S_OLD_CPA0002|C577643_002522-T1	B15145|CD39A0E_003234-T1	28.2	124	898	233	615	735	5	122	3.38e-07	45.1	0.135	0.506	H065	H063	L006	L004
407-0_S_OLD_CPA0002|C577643_002522-T1	B3228|C904DB3_000957-T1	28.2	124	898	746	615	735	5	122	8.8e-07	45.1	0.135	0.158	H065	H062	L006	L004
B15142|CE5AC85_003480-T1	B15145|CD39A0E_003234-T1	26.4	121	768	233	644	761	8	122	2.81e-07	45.1	0.154	0.494	H075	H063	L006	L004
B15142|CE5AC85_003480-T1	B3228|C904DB3_000957-T1	26.4	121	768	746	644	761	8	122	7.24e-07	45.1	0.154	0.154	H075	H062	L006	L004
578-1_L_NEW_CPA0049|C79DB71_006976-T1	B3228|C904DB3_000957-T1	28.2	124	1608	746	615	735	5	122	1.73e-06	45.1	0.075	0.158	H047	H062	L006	L004
B15145|CD39A0E_003234-T1	407-0_S_OLD_CPA0002|C577643_002522-T1	28.2	124	233	898	5	122	615	735	1.17e-07	44.7	0.506	0.135	H063	H065	L004	L006
B15145|CD39A0E_003234-T1	578-1_L_NEW_CPA0049|C79DB71_006976-T1	28.2	124	233	1608	5	122	615	735	1.26e-07	44.7	0.506	0.075	H063	H047	L004	L006
407-0_S_OLD_CPA0002|C577643_002522-T1	B11035|C5FC1D8_000225-T1	28.9	114	898	149	337	443	10	122	1.6e-07	44.7	0.119	0.758	H065	H056	L006	L002
B3228|C904DB3_000957-T1	578-1_L_NEW_CPA0049|C79DB71_006976-T1	28.2	124	746	1608	5	122	615	735	1.06e-06	44.7	0.158	0.075	H062	H047	L004	L006
485B-1_L_OLD_CPA0023|C4025D1_005989-T1	SDVA10|CE292C0_006993-T1	30.2	96	188	105	62	155	15	99	8.32e-09	44.7	0.5	0.81	H043	H038	L001	L012
730332_Guatemala|C45F23D_001753-T1	SDVA10|CE292C0_006993-T1	30.2	96	150	105	24	117	15	99	4.53e-09	44.7	0.627	0.81	H030	H038	L001	L012
B3228|C904DB3_000957-T1	407-0_S_OLD_CPA0002|C577643_002522-T1	28.2	124	746	898	5	122	615	735	9.61e-07	44.7	0.158	0.135	H062	H065	L004	L006
SDVA20|C001139_007070-T1	UTAH_20380X1|CF4A409_007973-T1	27.1	118	196	440	2	117	328	434	5.9e-08	44.7	0.592	0.243	H032	H036	L001	L012
B11400|CF1B8A4_004391-T1	SDVA10|CE292C0_006993-T1	30.2	96	196	105	24	117	15	99	1.27e-08	44.3	0.48	0.81	H031	H038	L001	L012
SDVA38|CE6DD8A_000803-T1	SDVA10|CE292C0_006993-T1	30.2	96	271	105	62	155	15	99	2.3e-08	44.3	0.347	0.81	H029	H038	L001	L012
B11035|C5FC1D8_003079-T1	SDVA10|CE292C0_006993-T1	30.2	96	391	105	193	286	15	99	3.61e-08	44.3	0.24	0.81	H033	H038	L001	L012
GT-149|C5E7948_005114-T1	UTAH_20380X10|CE3D476_001466-T1	22.9	118	1510	439	306	419	330	431	2.22e-06	44.3	0.075	0.232	H050	H071	L005	L004
B14286|CC2BA17_001544-T1	SDVA10|CE292C0_006993-T1	30.2	96	390	105	192	285	15	99	3.6e-08	44.3	0.241	0.81	H044	H038	L001	L012
GT-171|C28DABA_004054-T1	UTAH_20380X10|CE3D476_001466-T1	22.9	118	995	439	317	430	330	431	1.38e-06	44.3	0.115	0.232	H069	H071	L005	L004
B3276|C38AD85_001344-T1	UTAH_20380X10|CE3D476_001466-T1	22.9	118	541	439	317	430	330	431	6.33e-07	44.3	0.211	0.232	H077	H071	L005	L004
UTAH_20380X1|CF4A409_007973-T1	B11400|CF1B8A4_004391-T1	28.0	118	440	196	328	434	2	117	1.78e-07	44.3	0.243	0.592	H036	H031	L012	L001
UTAH_20380X1|CF4A409_007973-T1	UTAH_23742X51|C229CD7_002130-T1	28.0	118	440	196	328	434	2	117	1.78e-07	44.3	0.243	0.592	H036	H034	L012	L001
UTAH_20380X1|CF4A409_007973-T1	730332_Guatemala|C45F23D_001753-T1	28.0	118	440	150	328	434	2	117	9.72e-08	44.3	0.243	0.773	H036	H030	L012	L001
UTAH_23742X51|C229CD7_002130-T1	SDVA10|CE292C0_006993-T1	30.2	96	196	105	24	117	15	99	1.27e-08	44.3	0.48	0.81	H034	H038	L001	L012
CA23|C477594_005344-T1	UTAH_20380X10|CE3D476_001466-T1	23.1	147	1580	439	300	441	301	431	3.08e-06	43.9	0.09	0.298	H054	H071	L005	L004
UTAH_20380X1|CF4A409_007973-T1	B10757_Nevada|CAE1CCF_003071-T1	28.0	118	440	196	328	434	2	117	2.4e-07	43.9	0.243	0.592	H036	H035	L012	L001
UTAH_20380X1|CF4A409_007973-T1	GT-158|C010C21_006437-T1	28.0	118	440	168	328	434	2	117	1.72e-07	43.9	0.243	0.69	H036	H042	L012	L001
GT-101|C4EFBB3_002316-T1	Michoacan_1|C0F72A3_003139-T1	22.0	250	1631	676	445	675	5	246	5.07e-06	43.5	0.142	0.358	H051	H058	L006	L002
GT-101|C4EFBB3_002316-T1	SDVA42|C8631F9_001720-T1	22.0	250	1631	257	445	675	5	246	2.48e-06	43.5	0.142	0.942	H051	H064	L006	L002
GT-158|C010C21_006437-T1	SDVA10|CE292C0_006993-T1	30.2	96	168	105	24	117	15	99	1.67e-08	43.5	0.56	0.81	H042	H038	L001	L012
B10757_Nevada|CAE1CCF_003071-T1	SDVA10|CE292C0_006993-T1	30.2	96	196	105	24	117	15	99	2.42e-08	43.5	0.48	0.81	H035	H038	L001	L012
GT-171|C28DABA_004054-T1	Phoenix_2|CE7BF4E_002155-T1	20.3	462	995	764	248	649	3	435	3.92e-06	43.1	0.404	0.567	H069	H066	L005	L001
Phoenix_1|CDD70D4_008045-T1	SDVA10|CE292C0_006993-T1	29.2	96	196	105	24	117	15	99	3.34e-08	43.1	0.48	0.81	H039	H038	L001	L012
