accession	taxon_id	gene_name	description	go_ids	pfam_ids	pfam_names	interpro_ids	ec_numbers	alphafold_id
A6T4N4	272620	murC	UDP-N-acetylmuramate--L-alanine ligase	GO:0005737:IEA|GO:0005524:IEA|GO:0008763:IEA|GO:0051301:IEA|GO:0071555:IEA|GO:0009252:IEA|GO:0008360:IEA	PF01225|PF02875|PF08245	Mur_ligase|Mur_ligase_C|Mur_ligase_M	IPR036565|IPR004101|IPR036615|IPR013221|IPR000713|IPR050061|IPR005758	6.3.2.8	A6T4N4
A6T504	272620	dkgB	Methylglyoxal reductase DkgB	GO:0005737:IEA|GO:1990002:IEA|GO:0051596:IEA	PF00248	Aldo_ket_red	IPR020471|IPR018170|IPR036812|IPR023210		A6T504
A6T557	272620	KPN_00275	Fimbrial subunit	GO:0009289:IEA|GO:0043709:IEA	PF00419	Fimbrial	IPR000259|IPR036937|IPR008966|IPR050263		A6T557
A6T575	272620	yagW	Fimbria adhesin EcpD		PF27328	EcpD_C	IPR059494		A6T575
A6T577	272620	yhdY	Amino acid transport protein (ABC superfamily, membrane)	GO:0043190:IEA|GO:0022857:IEA|GO:0006865:IEA	PF00528	BPD_transp_1	IPR010065|IPR043429|IPR000515|IPR035906		A6T577
A6T591	272620	mmuM	S-methylmethionine:homocysteine methyltransferase	GO:0008898:IEA|GO:0008270:IEA|GO:0009086:IEA|GO:0032259:IEA|GO:0033528:IEA	PF02574	S-methyl_trans	IPR017226|IPR003726|IPR036589|IPR051486		A6T591
A6T5G9	272620	KPN_00388	Bacterial regulatory proteins, IclR	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA|GO:0045892:IEA	PF09339|PF01614	HTH_IclR|IclR_C	IPR029016|IPR050707|IPR014757|IPR005471|IPR036388|IPR036390		A6T5G9
A6T5K0	272620	KPN_00419	Arc family DNA-binding protein						A6T5K0
A6T5M3	272620	ybaJ	Hha toxicity modulator TomB		PF10757	YbaJ	IPR019693		A6T5M3
A6T5P2	272620	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase	GO:0005737:IEA|GO:0002161:IEA|GO:0016829:IEA|GO:0006412:IEA	PF04073	tRNA_edit	IPR004369|IPR036754|IPR007214	4.2.-	A6T5P2
A6T5P9	272620	ybbM	Metal resistance protein	GO:0005886:IEA	PF03649	UPF0014	IPR056728|IPR005226		A6T5P9
A6T5U6	272620	KPN_00517	Secretion protein HlyD		PF25917	BSH_RND	IPR058625|IPR050739		A6T5U6
A6T5Y3	272620	ybdF	Cytoplasmic protein		PF04237	YjbR	IPR007351|IPR038056|IPR058532		A6T5Y3
A6T668	272620	KPN_00639	Autoinducer 2 import system permease protein LsrD	GO:0005886:IEA|GO:0022857:IEA	PF02653	BPD_transp_2	IPR001851		A6T668
A6T6D2	272620	seqA	Negative modulator of initiation of replication	GO:0005737:IEA|GO:0043565:IEA|GO:0032297:IEA|GO:0006355:IEA	PF03925|PF17206	SeqA|SeqA_N	IPR013321|IPR010985|IPR005621|IPR026577|IPR036835|IPR033761		A6T6D2
A6T6K6	272620	ybhC	Pectinesterase	GO:0009279:IEA|GO:0030599:IEA|GO:0042545:IEA|GO:0045490:IEA	PF01095	Pectinesterase	IPR012334|IPR011050|IPR033131|IPR000070	3.1.1.11	A6T6K6
A6T779	272620	KPN_01015	D-malate dehydrogenase (decarboxylating)	GO:0046553:IEA|GO:0000287:IEA|GO:0051287:IEA	PF00180	Iso_dh	IPR050501|IPR019818|IPR024084|IPR011829	1.1.1.83	A6T779
A6T7I2	272620	KPN_01120	Triosephosphate isomerase	GO:0005829:IEA|GO:0004807:IEA|GO:0006094:IEA|GO:0046166:IEA|GO:0019563:IEA|GO:0006096:IEA	PF00121	TIM	IPR013785|IPR035990|IPR000652	5.3.1.1	A6T7I2
A6T7Q0	272620	KPN_01188	Transcriptional regulator (LysR family)	GO:0003700:IEA|GO:0043565:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR058163|IPR000847|IPR005119|IPR036388|IPR036390		A6T7Q0
A6T7Y2	272620	topA	DNA topoisomerase 1	GO:0005694:IEA|GO:0003677:IEA|GO:0003917:IEA|GO:0008270:IEA|GO:0006265:IEA	PF01131|PF01751|PF21372|PF01396|PF08272	Topoisom_bac|Toprim|Zn_ribbon_bTOP1|Zn_ribbon_Top1|Zn_Ribbon_Topo	IPR049330|IPR000380|IPR003601|IPR023406|IPR013497|IPR013824|IPR013825|IPR013826|IPR023405|IPR003602|IPR013498|IPR005733|IPR013263|IPR028612|IPR006171|IPR034149	5.6.2.1	A6T7Y2
A6T7Z1	272620	osmB	Lipoprotein, osmotically inducible	GO:0019867:IEA	PF05433	Rick_17kDa_Anti	IPR008816		A6T7Z1
A6T7Z6	272620	fabI	Enoyl-[acyl-carrier-protein] reductase [NADH]	GO:0004318:IEA|GO:0009102:IEA|GO:0006633:IEA	PF13561	adh_short_C2	IPR014358|IPR036291|IPR002347	1.3.1.9	A6T7Z6
A6T805	272620	KPN_01293	Helix-turn-helix, AraC type	GO:0003700:IEA|GO:0043565:IEA|GO:0006351:IEA	PF12833	HTH_18	IPR017853|IPR009057|IPR018060		A6T805
A6T834	272620	KPN_01323	Type VI secretion system contractile sheath large subunit		PF05943|PF18945	VipB|VipB_2	IPR010269|IPR044032|IPR044031		A6T834
A6T843	272620	KPN_01332	Uncharacterized protein						A6T843
A6T851	272620	KPN_01340	Uncharacterized protein						A6T851
A6T868	272620	KPN_01357	Metallo-beta-lactamase domain-containing protein	GO:0016787:IEA|GO:0046872:IEA	PF00753	Lactamase_B	IPR051013|IPR001279|IPR036866		A6T868
A6T8D8	272620	KPN_01427	Putative zinc-ribbon domain-containing protein		PF13248	Zn_ribbon_3	IPR059113		A6T8D8
A6T8I9	272620	paaJ	Beta-ketoadipyl-CoA thiolase	GO:0033812:IEA|GO:0019619:IEA	PF02803|PF00108	Thiolase_C|Thiolase_N	IPR012793|IPR002155|IPR016039|IPR020615|IPR020610|IPR020617|IPR020613|IPR020616	2.3.1.174	A6T8I9
A6T8K2	272620	KPN_01491	Oxidoreductase, aldo/keto reductase family	GO:0005737:IEA|GO:0016491:IEA	PF00248	Aldo_ket_red	IPR050791|IPR036812|IPR023210		A6T8K2
A6T8P3	272620	abgB	Aminobenzoyl-glutamate utilization protein	GO:0005737:IEA|GO:0016805:IEA|GO:0071713:IEA|GO:0046657:IEA	PF07687|PF01546	M20_dimer|Peptidase_M20	IPR017439|IPR017145|IPR036264|IPR002933|IPR052030|IPR011650		A6T8P3
A6T8Q2	272620	KPN_01542	3-oxoadipate enol-lactonase II	GO:0047570:IEA|GO:0042952:IEA	PF00561	Abhydrolase_1	IPR050471|IPR000073|IPR029058|IPR026968		A6T8Q2
A6T8R2	272620	KPN_01552	Uncharacterized protein						A6T8R2
A6T8X7	272620	KPN_01617	High-affinity branched-chain amino acid transport protein (ABC superfamily, membrane)	GO:0005886:IEA|GO:0022857:IEA|GO:0006865:IEA	PF02653	BPD_transp_2	IPR001851|IPR017779|IPR016024|IPR052157		A6T8X7
A6T926	272620	KPN_01666	5-hydroxyisourate hydrolase	GO:0033971:IEA|GO:0006144:IEA	PF00576	Transthyretin	IPR014306|IPR023418|IPR023416|IPR036817	3.5.2.17	A6T926
A6T964	272620	KPN_01704	Bacterial regulatory protein, DeoR	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00455|PF08220	DeoRC|HTH_DeoR	IPR050313|IPR014036|IPR001034|IPR037171|IPR018356|IPR036388|IPR036390		A6T964
A6T9L3	272620	adhP	alcohol dehydrogenase	GO:0004022:IEA|GO:0008270:IEA	PF08240|PF00107	ADH_N|ADH_zinc_N	IPR013149|IPR013154|IPR002328|IPR020843|IPR011032|IPR036291	1.1.1.1	A6T9L3
A6T9L8	272620	KPN_01858	Monooxygenase	GO:0005829:IEA|GO:0004497:IEA|GO:0016705:IEA	PF00296	Bac_luciferase	IPR050766|IPR011251|IPR024003|IPR036661		A6T9L8
A6T9M9	272620	KPN_01869	1,2-dihydroxycyclohexa-3,5-diene carboxylate dehydrogenase	GO:0016616:IEA|GO:0030497:IEA	PF00106	adh_short	IPR047686|IPR057326|IPR036291|IPR020904|IPR002347		A6T9M9
A6T9N5	272620	KPN_01875	L-Ala-D/L-Glu epimerase, a muconate lactonizing enzyme	GO:0018850:IEA|GO:0030145:IEA|GO:0018849:IEA|GO:0016854:IEA|GO:0009063:IEA|GO:0006518:IEA	PF13378|PF02746	MR_MLE_C|MR_MLE_N	IPR013370|IPR036849|IPR029017|IPR029065|IPR018110|IPR013342|IPR013341		A6T9N5
A6T9Q2	272620	KPN_01892	Maltoporin	GO:0009279:IEA|GO:0046930:IEA|GO:0015144:IEA|GO:0015288:IEA|GO:0006811:IEA|GO:0015774:IEA	PF02264|PF11471	LamB|Sugarporin_N	IPR050286|IPR021570|IPR003192|IPR036998		A6T9Q2
A6T9T2	272620	KPN_01922	Uncharacterized protein						A6T9T2
A6T9T9	272620	ydcR	Bifunctional putative transcriptional regulator (GntR family)/ putative ATP-binding component of a transport system	GO:0005524:IEA|GO:0003677:IEA|GO:0003700:IEA|GO:0030170:IEA|GO:0008483:IEA|GO:0006351:IEA	PF00155|PF00392	Aminotran_1_2|GntR	IPR004839|IPR051446|IPR015424|IPR015421|IPR015422|IPR000524|IPR036388|IPR036390		A6T9T9
A6TA69	272620	KPN_02062	Uncharacterized protein						A6TA69
A6TAD3	272620	KPN_02126	ABC transporter ATP-binding protein	GO:0005524:IEA|GO:0016887:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR017871|IPR050153|IPR027417		A6TAD3
A6TAK4	272620	oppA	Periplasmic oligopeptide-binding protein OppA	GO:0043190:IEA|GO:0030288:IEA|GO:1904680:IEA|GO:0015833:IEA|GO:0015031:IEA	PF00496	SBP_bac_5	IPR030678|IPR039424|IPR023765|IPR000914		A6TAK4
A6TAU4	272620	livM	High-affinity branched-chain amino acid transport	GO:0005886:IEA|GO:0015658:IEA	PF02653|PF11862	BPD_transp_2|DUF3382	IPR001851|IPR021807|IPR043428		A6TAU4
A6TAV1	272620	tdcA	Transcriptional activator for amino acids degradation (LysR family)	GO:0005829:IEA|GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR050950|IPR000847|IPR005119|IPR036388|IPR036390		A6TAV1
A6TAY2	272620	KPN_02327	UPF0181 protein KPN78578_22920		PF03701	UPF0181	IPR005371		A6TAY2
A6TBC7	272620	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	GO:0005737:IEA|GO:0003949:IEA|GO:0000105:IEA|GO:0000162:IEA	PF00977	His_biosynth	IPR013785|IPR006062|IPR023016|IPR006063|IPR044524|IPR011060	5.3.1.16	A6TBC7
A6TBD4	272620	wbbL	Glycosyltransferase		PF00535	Glycos_transf_2	IPR001173|IPR029044		A6TBD4
A6TBG8	272620	yegD	Heat shock protein	GO:0005524:IEA|GO:0016887:IEA	PF00012	HSP70	IPR043129|IPR018181|IPR013126|IPR042054		A6TBG8
A6TBN6	272620	galS	Mgl repressor, galactose operon inducer	GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA	PF00356|PF13377	LacI|Peripla_BP_3	IPR000843|IPR046335|IPR010982|IPR028082		A6TBN6
A6TBW9	272620	nuoG	NADH-quinone oxidoreductase	GO:0016020:IEA|GO:0051537:IEA|GO:0051539:IEA|GO:0046872:IEA|GO:0008137:IEA|GO:0003954:IEA|GO:0048038:IEA|GO:0042773:IEA	PF13510|PF22117|PF04879|PF00384|PF10588	Fer2_4|Fer4_Nqo3|Molybdop_Fe4S4|Molybdopterin|NADH-G_4Fe-4S_3	IPR036010|IPR001041|IPR009010|IPR006656|IPR006963|IPR000283|IPR054351|IPR010228|IPR019574|IPR050123	7.1.1.-	A6TBW9
A6TBX7	272620	KPN_02681	5'-deoxynucleotidase KPN78578_26370	GO:0005737:IEA|GO:0002953:IEA|GO:0046872:IEA|GO:0000166:IEA	PF12917	YfbR-like	IPR003607|IPR006674|IPR022971|IPR039356	3.1.3.89	A6TBX7
A6TC07	272620	flk	Flagellar assembly protein	GO:0016020:IEA|GO:0010468:IEA	PF27202	Flk_N	IPR023597		A6TC07
A6TC76	272620	eutG	Ethanolamine utilization enzyme	GO:0004022:IEA|GO:0046872:IEA	PF25137|PF00465	ADH_Fe_C|Fe-ADH	IPR001670|IPR056798|IPR018211|IPR039697		A6TC76
A6TCR2	272620	KPN_02977	Glutamine ABC transporter ATP-binding component	GO:0043190:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0022857:IEA|GO:0006865:IEA	PF00005|PF00528	ABC_tran|BPD_transp_1	IPR010065|IPR003593|IPR003439|IPR017871|IPR000515|IPR035906|IPR050086|IPR027417		A6TCR2
A6TCR7	272620	KPN_02982	Solute-binding protein family 3/N-terminal domain-containing protein		PF00497	SBP_bac_3	IPR001638		A6TCR7
A6TCT6	272620	ygaM	DUF883 domain-containing protein	GO:0005886:IEA|GO:0043022:IEA	PF05957|PF19029	DUF883|DUF883_C	IPR043605|IPR043604|IPR010279		A6TCT6
A6TCT8	272620	KPN_03003	Carboxymuconolactone decarboxylase-like domain-containing protein	GO:0051920:IEA	PF02627	CMD	IPR029032|IPR004675|IPR003779		A6TCT8
A6TCU0	272620	nrdI	Protein NrdI	GO:0010181:IEA	PF07972	Flavodoxin_NdrI	IPR029039|IPR020852|IPR004465		A6TCU0
A6TCX2	272620	srlR	Regulator for gut (Srl), glucitol operon	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00455|PF08220	DeoRC|HTH_DeoR	IPR050313|IPR014036|IPR001034|IPR037171|IPR018356|IPR036388|IPR036390		A6TCX2
A6TDS0	272620	pepP	Xaa-Pro aminopeptidase	GO:0005829:IEA|GO:0030145:IEA|GO:0070006:IEA|GO:0006508:IEA	PF05195|PF00557	AMP_N|Peptidase_M24	IPR007865|IPR029149|IPR036005|IPR000994|IPR001714|IPR001131|IPR052433	3.4.11.9	A6TDS0
A6TDS4	272620	serA	D-3-phosphoglycerate dehydrogenase	GO:0005829:IEA|GO:0120568:IEA|GO:0051287:IEA|GO:0004617:IEA|GO:0006564:IEA	PF00389|PF02826|PF22629	2-Hacid_dh|2-Hacid_dh_C|ACT_AHAS_ss	IPR045865|IPR002912|IPR054480|IPR050223|IPR006139|IPR029753|IPR029752|IPR006140|IPR036291	1.1.1.399|1.1.1.95	A6TDS4
A6TDU3	272620	KPN_03367	Glyoxalase/bleomycin resistance protein/dioxygenas		PF00903	Glyoxalase	IPR029068|IPR004360|IPR037523		A6TDU3
A6TDZ3	272620	KPN_03418	Uncharacterized protein				IPR036249		A6TDZ3
A6TEB7	272620	lsrC	Autoinducer 2 import system permease protein LsrC	GO:0005886:IEA|GO:0022857:IEA	PF02653	BPD_transp_2	IPR001851		A6TEB7
A6TEH9	272620	yhbW	Luciferase-like monooxygenase	GO:0005829:IEA|GO:0016705:IEA	PF00296	Bac_luciferase	IPR050766|IPR019949|IPR011251|IPR036661		A6TEH9
A6TEU3	272620	trkA	Trk system potassium uptake protein TrkA	GO:0005886:IEA|GO:0015079:IEA	PF02080|PF02254	TrkA_C|TrkA_N	IPR006036|IPR036291|IPR006037|IPR036721|IPR003148|IPR050721		A6TEU3
A6TEX5	272620	bfr	Bacterioferritin	GO:0005829:IEA|GO:0008199:IEA|GO:0004322:IEA|GO:0020037:IEA|GO:0006879:IEA|GO:0006826:IEA	PF00210	Ferritin	IPR002024|IPR012347|IPR009040|IPR009078|IPR008331	1.16.3.1	A6TEX5
A6TF23	272620	yrfG	Hydrolase, contains a phophatase-like domain	GO:0005829:IEA|GO:0046872:IEA|GO:0008967:IEA|GO:0006281:IEA	PF00702	Hydrolase	IPR050155|IPR036412|IPR006439|IPR023214		A6TF23
A6TF25	272620	hslO	33 kDa chaperonin	GO:0005737:IEA|GO:0044183:IEA|GO:0051082:IEA|GO:0042026:IEA	PF01430	HSP33	IPR000397|IPR016154|IPR016153|IPR023212		A6TF25
A6TFB9	272620	gor	Glutathione reductase	GO:0005829:IEA|GO:0050660:IEA|GO:0004362:IEA|GO:0050661:IEA|GO:0045454:IEA|GO:0034599:IEA|GO:0006749:IEA	PF07992|PF02852	Pyr_redox_2|Pyr_redox_dim	IPR036188|IPR023753|IPR016156|IPR006322|IPR046952|IPR001100|IPR004099|IPR012999	1.8.1.7	A6TFB9
A6TFC7	272620	yhjE	Transport protein	GO:0005886:IEA|GO:0022857:IEA	PF07690|PF00083	MFS_1|Sugar_tr	IPR011701|IPR020846|IPR005828|IPR036259|IPR004736|IPR005829		A6TFC7
A6TFD2	272620	yhjK	Protein yhjK	GO:0016020:IEA|GO:0071111:IEA|GO:0007165:IEA	PF00563|PF17154|PF00990|PF00672	EAL|GAPES3|GGDEF|HAMP	IPR050706|IPR001633|IPR035919|IPR033419|IPR000160|IPR003660|IPR029787|IPR043128		A6TFD2
A6TFH8	272620	yiaA	YiaAB two helix domain-containing protein	GO:0005886:IEA|GO:0006974:IEA	PF05360	YiaAB	IPR038972|IPR008024		A6TFH8
A6TFI6	272620	bax	ATP-binding protein	GO:0004040:IEA|GO:0005524:IEA	PF01832	Glucosaminidase	IPR053195|IPR002901		A6TFI6
A6TFN9	272620	KPN_03988	Uncharacterized protein						A6TFN9
A6TG41	272620	atpE	ATP synthase subunit c	GO:0005886:IEA|GO:0045259:IEA|GO:0033177:IEA|GO:0008289:IEA|GO:0046933:IEA	PF00137	ATP-synt_C	IPR005953|IPR000454|IPR020537|IPR038662|IPR002379|IPR035921		A6TG41
A6TGC0	272620	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase	GO:0005886:IEA|GO:0046428:IEA|GO:0009234:IEA|GO:0042371:IEA	PF01040	UbiA	IPR004657|IPR000537|IPR044878|IPR026046	2.5.1.74	A6TGC0
A6TGG8	272620	gppA	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	GO:0008894:IEA|GO:0015974:IEA|GO:0015970:IEA|GO:0015949:IEA|GO:0042594:IEA	PF02541|PF21447	Ppx-GppA|Ppx-GppA_III	IPR043129|IPR050273|IPR023709|IPR048950|IPR003695|IPR030673	3.6.1.40	A6TGG8
A6TGP7	272620	thiG	Thiazole synthase	GO:0005737:IEA|GO:1990107:IEA|GO:0009229:IEA	PF05690	ThiG	IPR013785|IPR033983|IPR008867	2.8.1.10	A6TGP7
A6TH11	272620	KPN_04490	histidine kinase	GO:0005886:IEA|GO:0000155:IEA	PF00672|PF02518|PF00512|PF00072	HAMP|HATPase_c|HisKA|Response_reg	IPR011006|IPR003660|IPR036890|IPR003594|IPR005467|IPR003661|IPR036097|IPR004358|IPR001789	2.7.13.3	A6TH11
A6TH29	272620	yccD	Chaperone modulator CbpM		PF13591	MerR_2			A6TH29
A6TH79	272620	orn	Oligoribonuclease	GO:0005737:IEA|GO:0000175:IEA|GO:0003676:IEA|GO:0006259:IEA	PF00929	RNase_T	IPR022894|IPR013520|IPR012337|IPR036397	3.1.15.-	A6TH79
A6THE7	272620	darP	Dual-action ribosomal maturation protein DarP	GO:0005829:IEA|GO:0043022:IEA|GO:0019843:IEA|GO:1902626:IEA	PF04751	DarP	IPR006839|IPR023153		A6THE7
A6THK3	272620	int	Phage integrase	GO:0003677:IEA|GO:0015074:IEA|GO:0006310:IEA	PF22022|PF00589	Phage_int_M|Phage_integrase	IPR011010|IPR013762|IPR002104|IPR010998|IPR053876|IPR050808		A6THK3
A6THM5	272620	hisG	site-specific DNA-methyltransferase (adenine-specific)	GO:0016757:IEA|GO:0003676:IEA|GO:0009007:IEA|GO:0006304:IEA|GO:0032259:IEA	PF07669	Eco57I	IPR002052|IPR011639|IPR050953|IPR029063	2.1.1.72	
A6THR9	272620	KPN_04757	NAD(P)H dehydrogenase (Quinone)	GO:0005829:IEA|GO:0003955:IEA|GO:0000166:IEA	PF02525	Flavodoxin_2	IPR003680|IPR029039|IPR051545		A6THR9
A6THW7	272620	KPN_04805	PTS permease	GO:0005886:IEA|GO:0009401:IEA	PF03613	EIID-AGA	IPR050303|IPR004704		A6THW7
A6TI47	272620	ptxA	ATP-binding protein of phosphonate ABC transporter	GO:0005886:IEA|GO:0015416:IEA|GO:0005524:IEA|GO:0016887:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR017871|IPR012693|IPR050086|IPR027417		A6TI47
A6TI84	272620	arsH	NADPH-dependent FMN reductase ArsH	GO:0052873:IEA|GO:0000166:IEA|GO:0016655:IEA	PF03358	FMN_red	IPR014063|IPR029039|IPR005025		A6TI84
A6TII2	272620	traF	F pilus assembly protein		PF13728	TraF	IPR014110|IPR039555		
A6TIU9	272620	traU	F pilus assembly protein		PF06834	TraU	IPR009649		A6TIU9
A6TIV7	272620	trbE	Inner membrane protein		PF13728	TraF	IPR014109|IPR036249|IPR013766|IPR039555		A6TIV7
A6TIY8	272620	KPN_pKPN5p08181	Transposase	GO:0003677:IEA|GO:0004803:IEA|GO:0006313:IEA	PF01526	DDE_Tnp_Tn3	IPR047653|IPR002513		A6TIY8
A6TJ14	272620	KPN_pKPN5p08207	Uncharacterized protein						A6TJ14
A6TJ51	272620	KPN_pKPN5p08244	Transposase		PF00565	SNase	IPR035437|IPR016071		A6TJ51
A6T4F1	272620	yaaH	Regulator, integral membrane protein	GO:0005886:IEA|GO:0015360:IEA|GO:0071422:IEA	PF01184	Gpr1_Fun34_YaaH	IPR000791|IPR047622|IPR047623		A6T4F1
A6T4H8	272620	dapB	4-hydroxy-tetrahydrodipicolinate reductase	GO:0005829:IEA|GO:0008839:IEA|GO:0051287:IEA|GO:0050661:IEA|GO:0016726:IEA|GO:0019877:IEA|GO:0009089:IEA	PF05173|PF01113	DapB_C|DapB_N	IPR022663|IPR000846|IPR022664|IPR023940|IPR036291	1.17.1.8	A6T4H8
A6T4M3	272620	fruR	Catabolite repressor/activator	GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA|GO:0009750:IEA	PF00356|PF00532	LacI|Peripla_BP_1	IPR012781|IPR000843|IPR010982|IPR001761|IPR028082		A6T4M3
A6T4M4	272620	mraZ	Transcriptional regulator MraZ	GO:0005737:IEA|GO:0009295:IEA|GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA|GO:2000143:IEA	PF02381	MraZ	IPR003444|IPR035644|IPR020603|IPR035642|IPR038619|IPR007159|IPR037914		A6T4M4
A6T4Q6	272620	pdhR	Pyruvate dehydrogenase complex repressor	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF07729|PF00392	FCD|GntR	IPR011711|IPR008920|IPR000524|IPR036388|IPR036390		A6T4Q6
A6T4U5	272620	pulH	Type II secretion system protein H	GO:0005886:IEA|GO:0015627:IEA|GO:0015628:IEA	PF07963	N_methyl	IPR012902|IPR045584|IPR002416|IPR049875		A6T4U5
A6T512	272620	rnhA	Ribonuclease H	GO:0005737:IEA|GO:0000287:IEA|GO:0003676:IEA|GO:0004523:IEA|GO:0043137:IEA	PF00075	RNase_H	IPR050092|IPR012337|IPR002156|IPR036397|IPR022892	3.1.26.4	A6T512
A6T521	272620	nqrA	Na(+)-translocating NADH-quinone reductase subunit A	GO:0016655:IEA|GO:0006814:IEA	PF24836|PF05896|PF11973	NQRA_2nd|NQRA_N|NQRA_SLBB	IPR008703|IPR056148|IPR022615|IPR056147	7.2.1.1	A6T521
A6T526	272620	nqrF	Na(+)-translocating NADH-quinone reductase subunit F	GO:0005886:IEA|GO:0051537:IEA|GO:0009055:IEA|GO:0046872:IEA|GO:0016655:IEA|GO:0006814:IEA	PF00970|PF00111|PF00175	FAD_binding_6|Fer2|NAD_binding_1	IPR036010|IPR001041|IPR012675|IPR008333|IPR017927|IPR001709|IPR039261|IPR010205|IPR001433|IPR017938	7.2.1.1	A6T526
A6T533	272620	frsA	Esterase FrsA	GO:0106435:IEA	PF06500	FrsA-like	IPR029058|IPR043423|IPR010520|IPR050261	3.1.1.1	A6T533
A6T5L3	272620	KPN_00432	Putataive phosphotransferase system PTS	GO:0005886:IEA|GO:0016301:IEA|GO:0008982:IEA|GO:0090564:IEA|GO:1904659:IEA|GO:0009401:IEA	PF00367	PTS_EIIB	IPR036878|IPR018113|IPR050429|IPR001996		A6T5L3
A6T5N6	272620	htpG	Chaperone protein HtpG	GO:0005737:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0140662:IEA|GO:0051082:IEA	PF13589|PF00183	HATPase_c_3|HSP90	IPR036890|IPR003594|IPR019805|IPR037196|IPR001404|IPR020575|IPR020568		A6T5N6
A6T5P6	272620	ybbJ	Inner membrane protein YbbJ	GO:0005886:IEA	PF01957	NfeD	IPR052165|IPR012340|IPR002810		A6T5P6
A6T5U8	272620	KPN_00519	ABC transporter permease	GO:0005886:IEA|GO:0022857:IEA|GO:0033214:IEA	PF01032	FecCD	IPR037294|IPR000522		A6T5U8
A6T631	272620	fepA	Outer membrane porin, receptor for ferric enterobactin and colicins B and D	GO:0009279:IEA|GO:0042912:IEA|GO:0042931:IEA|GO:0015344:IEA|GO:0038023:IEA|GO:0044718:IEA	PF07715|PF00593	Plug|TonB_dep_Rec_b-barrel	IPR000531|IPR036942|IPR058134|IPR012910|IPR037066|IPR039426|IPR010916|IPR010917|IPR010105		A6T631
A6T669	272620	KPN_00640	ABC-type sugar transport system, ATPase component	GO:0005524:IEA|GO:0016887:IEA	PF00005	ABC_tran	IPR003593|IPR050107|IPR003439|IPR017871|IPR027417		A6T669
A6T6I4	272620	KPN_00769	Uncharacterized protein						A6T6I4
A6T6L3	272620	ybhB	Conserved protein, phosphatidylethanolamine-binding domain		PF01161	PBP	IPR008914|IPR036610|IPR005247		A6T6L3
A6T6L8	272620	bioD	ATP-dependent dethiobiotin synthetase BioD	GO:0005829:IEA|GO:0005524:IEA|GO:0004141:IEA|GO:0000287:IEA|GO:0042803:IEA|GO:0009102:IEA	PF13500	AAA_26	IPR004472|IPR027417	6.3.3.3	A6T6L8
A6T6R2	272620	KPN_00847	Glycoside hydrolase, family 1	GO:0005829:IEA|GO:0008422:IEA|GO:0016052:IEA	PF00232	Glyco_hydro_1	IPR017853|IPR001360		A6T6R2
A6T6S1	272620	ybiV	Conserved protein, phophatase-like domain	GO:0005829:IEA|GO:0000287:IEA|GO:0016791:IEA	PF08282	Hydrolase_3	IPR000150|IPR036412|IPR006379|IPR023214		A6T6S1
A6T767	272620	KPN_01002	Outer membrane protein		PF01161	PBP	IPR008914|IPR036610|IPR005247		A6T767
A6T7D0	272620	htrB	Lipid A biosynthesis acyltransferase	GO:0005886:IEA|GO:0008913:IEA|GO:0036104:IEA|GO:0009245:IEA|GO:0009103:IEA	PF03279	Lip_A_acyltrans	IPR004960|IPR011920	2.3.1.241	A6T7D0
A6T7H6	272620	ycfV	Lipoprotein-releasing system ATP-binding protein LolD	GO:0005886:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0022857:IEA|GO:0044874:IEA|GO:0089705:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR017871|IPR015854|IPR011924|IPR017911|IPR027417	7.6.2.-	A6T7H6
A6T7K8	272620	KPN_01146	ACT domain-containing protein				IPR045865		A6T7K8
A6T7L6	272620	KPN_01154	Cytochrome oxidase bd-II, subunit II	GO:0070069:IEA|GO:0005886:IEA|GO:0009055:IEA|GO:0016682:IEA|GO:0019646:IEA	PF02322	Cyt_bd_oxida_II	IPR003317		A6T7L6
A6T7N0	272620	leuE	Leucine efflux protein	GO:0005886:IEA|GO:0015297:IEA|GO:0015190:IEA|GO:0015820:IEA	PF01810	LysE	IPR001123		A6T7N0
