accession	taxon_id	gene_name	description	go_ids	pfam_ids	pfam_names	interpro_ids	ec_numbers	alphafold_id
B2UPJ5	349741		Uncharacterized protein						B2UPJ5
B2UPM8	349741		Nitroreductase	GO:0016491:IEA	PF00881	Nitroreductase	IPR029479|IPR000415		B2UPM8
B2UPT9	349741		Uncharacterized protein	GO:0004525:IEA|GO:0006396:IEA			IPR036389		B2UPT9
B2UPW2	349741	murB	Multifunctional fusion protein	GO:0005737:IEA|GO:0005524:IEA|GO:0071949:IEA|GO:0008762:IEA|GO:0008763:IEA|GO:0051301:IEA|GO:0071555:IEA|GO:0009252:IEA|GO:0008360:IEA	PF01565|PF01225|PF02875|PF08245|PF02873	FAD_binding_4|Mur_ligase|Mur_ligase_C|Mur_ligase_M|MurB_C	IPR016166|IPR036318|IPR016167|IPR016169|IPR036565|IPR004101|IPR036615|IPR013221|IPR000713|IPR003170|IPR011601|IPR036635|IPR050061|IPR006094|IPR005758	1.3.1.98|6.3.2.8	B2UPW2
B2UPX8	349741		3-deoxy-8-phosphooctulonate synthase	GO:0005737:IEA|GO:0008676:IEA|GO:0009103:IEA	PF00793	DAHP_synth_1	IPR013785|IPR006218|IPR006269	2.5.1.55	B2UPX8
B2UPY7	349741		Conserved protein/domain typically associated with flavoprotein oxygenase DIM6/NTAB family-like protein	GO:0010181:IEA|GO:0016646:IEA	PF01613	Flavin_Reduct	IPR002563|IPR052174|IPR012349		B2UPY7
B2UPZ6	349741		HlyD family efflux transporter periplasmic adaptor subunit	GO:0030313:IEA			IPR050465		B2UPZ6
B2UQ18	349741	thiG	Thiazole synthase	GO:0005737:IEA|GO:1990107:IEA|GO:0009229:IEA	PF05690	ThiG	IPR013785|IPR033983|IPR008867	2.8.1.10	B2UQ18
B2UQ24	349741	bipA	Large ribosomal subunit assembly factor BipA	GO:0005829:IEA|GO:1990904:IEA|GO:0005525:IEA|GO:0003924:IEA|GO:0043022:IEA|GO:0019843:IEA|GO:0000049:IEA|GO:0000027:IEA	PF21018|PF00679|PF00009|PF03144	BipA_C|EFG_C|GTP_EFTU|GTP_EFTU_D2	IPR006298|IPR048876|IPR047041|IPR047042|IPR047043|IPR035651|IPR035647|IPR000640|IPR004161|IPR031157|IPR027417|IPR005225|IPR000795|IPR009000|IPR042116	3.6.5.-	B2UQ24
B2UQ28	349741		FHA domain containing protein		PF00498	FHA	IPR050923|IPR000253|IPR008984		B2UQ28
B2UQ33	349741		Glycosyl transferase family 1 domain-containing protein	GO:0016757:IEA	PF00534	Glycos_transf_1	IPR001296		B2UQ33
B2UQ59	349741		Uncharacterized protein						B2UQ59
B2UQ76	349741		Uncharacterized oxidoreductase YghA	GO:0016614:IEA	PF13561	adh_short_C2	IPR036291|IPR020904|IPR002347		B2UQ76
B2UQ92	349741		Uncharacterized protein						B2UQ92
B2UQB7	349741		Multi antimicrobial extrusion protein MatE	GO:0005886:IEA|GO:0015297:IEA|GO:0042910:IEA	PF01554	MatE	IPR002528|IPR045070|IPR051327		B2UQB7
B2UQC3	349741		PEP-CTERM sorting domain-containing protein				IPR013424		B2UQC3
B2UQE2	349741	eno	Enolase	GO:0009986:IEA|GO:0005576:IEA|GO:0000015:IEA|GO:0000287:IEA|GO:0004634:IEA|GO:0006096:IEA	PF00113|PF03952	Enolase_C|Enolase_N	IPR000941|IPR036849|IPR029017|IPR020810|IPR020809|IPR020811	4.2.1.11	B2UQE2
B2UQF7	349741		Anion transporter	GO:0005886:IEA|GO:0005315:IEA	PF03600	CitMHS	IPR004680|IPR001898		B2UQF7
B2UQG9	349741	mscL	Large-conductance mechanosensitive channel	GO:0005886:IEA|GO:0008381:IEA	PF01741	MscL	IPR019823|IPR001185|IPR037673|IPR036019		B2UQG9
B2UQI9	349741		Lipid/polyisoprenoid-binding YceI-like domain-containing protein						B2UQI9
B2UQK4	349741		Uncharacterized protein						B2UQK4
B2UQN9	349741		Glycosyl transferase family 11	GO:0016020:IEA|GO:0008107:IEA|GO:0005975:IEA	PF01531	Glyco_transf_11	IPR002516		B2UQN9
B2UQP1	349741		Glycosyltransferase		PF13692	Glyco_trans_1_4			B2UQP1
B2UQS6	349741		RHS repeat-associated core domain-containing protein				IPR022385|IPR050708		B2UQS6
B2UQW3	349741		Lipolytic protein G-D-S-L family	GO:0016788:IEA	PF13472	Lipase_GDSL_2	IPR051532|IPR013830|IPR036514		B2UQW3
B2UR01	349741		Membrane-fusion protein-like protein	GO:0030313:IEA|GO:0060003:IEA|GO:0015679:IEA			IPR051909		B2UR01
B2UR04	349741		Ankyrin		PF13637|PF13857	Ank_4|Ank_5	IPR002110|IPR036770		B2UR04
B2UR25	349741		DUF1490 domain-containing protein						B2UR25
B2UR39	349741		Type II and III secretion system protein	GO:0016020:IEA|GO:0015627:IEA|GO:0009306:IEA	PF00263|PF07719|PF13181	Secretin|TPR_2|TPR_8	IPR049997|IPR050810|IPR004846|IPR011990|IPR013105|IPR019734		B2UR39
B2UR71	349741		Uncharacterized protein						B2UR71
B2UR85	349741		Uncharacterized protein						B2UR85
B2UR93	349741	kdpC	Potassium-transporting ATPase KdpC subunit	GO:0005886:IEA|GO:0005524:IEA|GO:0016787:IEA|GO:0008556:IEA	PF02669	KdpC	IPR003820		B2UR93
B2URF0	349741	pckG	Phosphoenolpyruvate carboxykinase [GTP]	GO:0005829:IEA|GO:0005525:IEA|GO:0016301:IEA|GO:0030145:IEA|GO:0004613:IEA|GO:0071333:IEA|GO:0006094:IEA|GO:0046327:IEA|GO:0006107:IEA|GO:0019543:IEA|GO:0033993:IEA|GO:0042594:IEA	PF00821|PF17297	PEPCK_GTP|PEPCK_N	IPR018091|IPR013035|IPR008209|IPR035077|IPR035078|IPR008210	4.1.1.32	B2URF0
B2URH0	349741		Uncharacterized protein				IPR027417		B2URH0
B2URJ9	349741		Lipolytic protein G-D-S-L family	GO:0004622:IEA	PF13472	Lipase_GDSL_2	IPR029058|IPR051532|IPR013830|IPR036514		B2URJ9
B2URL7	349741		TatD-related deoxyribonuclease	GO:0016788:IEA	PF01026	TatD_DNase	IPR032466|IPR001130		B2URL7
B2URL9	349741		Metallophosphoesterase	GO:0016020:IEA|GO:0046872:IEA|GO:0008758:IEA|GO:0009245:IEA	PF00149	Metallophos	IPR004843|IPR029052|IPR051158		B2URL9
B2URM8	349741		Peptidase U32	GO:0008233:IEA|GO:0006508:IEA	PF01136	Peptidase_U32	IPR001539|IPR060007		B2URM8
B2URN7	349741	cysN	Sulfate adenylyltransferase subunit 1	GO:0005524:IEA|GO:0005525:IEA|GO:0003924:IEA|GO:0004781:IEA|GO:0070814:IEA|GO:0000103:IEA	PF22594|PF00009	GTP-eEF1A_C|GTP_EFTU	IPR041757|IPR044138|IPR044139|IPR031157|IPR054696|IPR027417|IPR011779|IPR000795|IPR050100|IPR009000|IPR009001	2.7.7.4	B2URN7
B2URP5	349741		Phosphate-binding protein	GO:0042301:IEA|GO:0006817:IEA	PF12849	PBP_like_2	IPR024370|IPR011862|IPR050811		B2URP5
B2UKM1	349741		MscS Mechanosensitive ion channel	GO:0005886:IEA|GO:0008381:IEA	PF21088|PF00924|PF21082	MS_channel_1st|MS_channel_2nd|MS_channel_3rd	IPR010920|IPR049142|IPR049278|IPR045275|IPR023408|IPR006685|IPR011066|IPR011014		B2UKM1
B2UKP9	349741		Phage tape measure protein		PF20155	TMP_3	IPR013491		B2UKP9
B2UKQ7	349741		Uncharacterized protein						B2UKQ7
B2UKS7	349741		Uncharacterized protein						B2UKS7
B2UKX6	349741		Histidinol-phosphatase	GO:0005737:IEA|GO:0004401:IEA|GO:0000105:IEA	PF02811	PHP	IPR010140|IPR004013|IPR016195	3.1.3.15	B2UKX6
B2UL08	349741	grpE	Protein GrpE	GO:0005737:IEA|GO:0000774:IEA|GO:0042803:IEA|GO:0051087:IEA|GO:0051082:IEA|GO:0006457:IEA	PF01025	GrpE	IPR000740|IPR013805|IPR009012		B2UL08
B2UL27	349741		Uncharacterized protein						B2UL27
B2UL31	349741		DUF805 domain-containing protein	GO:0005886:IEA	PF05656	DUF805	IPR008523		B2UL31
B2UL46	349741		Phage major capsid protein		PF19821	Phage_capsid_2	IPR045565		B2UL46
B2UL51	349741		Peptidase A24A domain protein	GO:0005886:IEA|GO:0004190:IEA|GO:0006465:IEA	PF06750|PF01478	A24_N_bact|Peptidase_A24	IPR000045|IPR010627|IPR050882		B2UL51
B2UL53	349741	rpoA	DNA-directed RNA polymerase subunit alpha	GO:0005737:IEA|GO:0000428:IEA|GO:0003677:IEA|GO:0003899:IEA|GO:0046983:IEA|GO:0006351:IEA	PF01000|PF03118|PF01193	RNA_pol_A_bac|RNA_pol_A_CTD|RNA_pol_L	IPR011262|IPR011263|IPR011773|IPR036603|IPR011260|IPR036643	2.7.7.6	B2UL53
B2ULB3	349741		ABC-3 protein	GO:0043190:IEA|GO:0010043:IEA|GO:0055085:IEA	PF00950	ABC-3	IPR037294|IPR001626		B2ULB3
B2ULB4	349741		UvrB/UvrC protein	GO:0046870:IEA|GO:0050897:IEA|GO:0005507:IEA|GO:0008270:IEA|GO:0009432:IEA|GO:1990170:IEA|GO:1990169:IEA	PF02151	UVR	IPR001943|IPR036876|IPR025542		B2ULB4
B2ULE0	349741		PA14 domain-containing protein		PF07691	PA14	IPR011658		B2ULE0
B2ULG3	349741		Uncharacterized protein						B2ULG3
B2ULN3	349741		FeS assembly SUF system protein SufT		PF01883	FeS_assembly_P	IPR052339|IPR017776|IPR034904|IPR002744		B2ULN3
B2ULP4	349741	folE2	GTP cyclohydrolase FolE2	GO:0003934:IEA|GO:0046654:IEA	PF02649	GCHY-1	IPR022838|IPR003801	3.5.4.16	B2ULP4
B2ULR8	349741		Agmatine deiminase	GO:0047632:IEA|GO:0004668:IEA|GO:0009446:IEA	PF04371	PAD_porph	IPR007466	3.5.3.12	B2ULR8
B2ULS0	349741		PDZ domain-containing protein		PF17820	PDZ_6	IPR041489|IPR036034		B2ULS0
B2ULT3	349741		ParB-like partition protein	GO:0005694:IEA|GO:0003677:IEA|GO:0007059:IEA|GO:0045881:IEA	PF17762|PF02195	HTH_ParB|ParB_N	IPR050336|IPR041468|IPR004437|IPR036086|IPR003115		B2ULT3
B2ULW0	349741		ABC transporter related	GO:0005524:IEA|GO:0016887:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR017871|IPR027417		B2ULW0
B2UM17	349741	folD	Bifunctional protein FolD	GO:0005829:IEA|GO:0004477:IEA|GO:0004488:IEA|GO:0000105:IEA|GO:0009086:IEA|GO:0006164:IEA|GO:0035999:IEA	PF00763|PF02882	THF_DHG_CYH|THF_DHG_CYH_C	IPR046346|IPR036291|IPR000672|IPR020630|IPR020867|IPR020631	1.5.1.5|3.5.4.9	B2UM17
B2UM35	349741		Uncharacterized protein						B2UM35
B2UM78	349741		Beta-lactamase	GO:0008800:IEA|GO:0030655:IEA|GO:0046677:IEA	PF13354	Beta-lactamase2	IPR012338|IPR045155|IPR000871|IPR023650	3.5.2.6	B2UM78
B2UM79	349741		DUF456 domain-containing protein		PF04306	DUF456	IPR007403		B2UM79
B2UMB5	349741		Anion transporter	GO:0005886:IEA|GO:0022857:IEA|GO:1905039:IEA	PF03600	CitMHS	IPR004680|IPR001898		B2UMB5
B2UMB7	349741		hydroxymethylpyrimidine kinase	GO:0005829:IEA|GO:0008902:IEA|GO:0008972:IEA|GO:0009228:IEA	PF08543	Phos_pyr_kin	IPR004399|IPR013749|IPR029056	2.7.1.49	B2UMB7
B2UMC3	349741		Uncharacterized protein						B2UMC3
B2UMD4	349741	tatA	Sec-independent protein translocase protein TatA	GO:0033281:IEA|GO:0008320:IEA|GO:0043953:IEA	PF02416	TatA_B_E	IPR003369|IPR006312		B2UMD4
B2UMD8	349741	trmD	tRNA (guanine-N(1)-)-methyltransferase	GO:0005829:IEA|GO:0052906:IEA|GO:0002939:IEA	PF01746	tRNA_m1G_MT	IPR029028|IPR023148|IPR002649|IPR029026|IPR016009	2.1.1.228	B2UMD8
B2UME6	349741		GYF domain-containing protein		PF14237	GYF_2	IPR025640		B2UME6
B2UMF0	349741		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	GO:0003848:IEA|GO:0005524:IEA|GO:0016301:IEA|GO:0046656:IEA|GO:0046654:IEA	PF01288	HPPK	IPR000550|IPR035907	2.7.6.3	B2UMF0
B2UMH7	349741		Na+-dependent transporter-like protein				IPR038770		B2UMH7
B2UMJ6	349741		NH2-acetyltransferase	GO:0016740:IEA			IPR016181		B2UMJ6
B2UMK4	349741		Methyltransferase type 11	GO:0008757:IEA|GO:0032259:IEA	PF08241	Methyltransf_11	IPR013216|IPR029063		B2UMK4
B2UMN1	349741		Non-specific serine/threonine protein kinase	GO:0005524:IEA|GO:0016787:IEA|GO:0004674:IEA	PF00271|PF00176	Helicase_C|SNF2-rel_dom	IPR014001|IPR001650|IPR027417|IPR038718|IPR049730|IPR000330	2.7.11.1	B2UMN1
B2UMS0	349741		Uncharacterized protein						B2UMS0
B2UMU4	349741	rpsL	Small ribosomal subunit protein uS12	GO:0015935:IEA|GO:0019843:IEA|GO:0003735:IEA|GO:0000049:IEA|GO:0006412:IEA	PF00164	Ribosom_S12_S23	IPR012340|IPR006032|IPR005679		B2UMU4
B2UMW6	349741		Chloramphenicol acetyltransferase	GO:0008811:IEA	PF00302	CAT	IPR023213|IPR001707		B2UMW6
B2UMZ2	349741		HlyD family efflux transporter periplasmic adaptor subunit						B2UMZ2
B2UMZ3	349741		Lipoprotein						B2UMZ3
B2UN80	349741		Uncharacterized protein						B2UN80
B2UNA1	349741		DNA polymerase III subunit alpha	GO:0005737:IEA|GO:0008408:IEA|GO:0003887:IEA|GO:0003676:IEA|GO:0006260:IEA	PF07733|PF17657|PF14579|PF02811|PF01336	DNA_pol3_alpha|DNA_pol3_finger|HHH_6|PHP|tRNA_anti-codon	IPR011708|IPR041931|IPR040982|IPR004805|IPR029460|IPR012340|IPR004365|IPR004013|IPR003141|IPR016195	2.7.7.7	B2UNA1
B2UNB8	349741		Peptidase M23	GO:0004222:IEA	PF01551	Peptidase_M23	IPR050570|IPR011055|IPR016047		B2UNB8
B2UND9	349741		D,D-heptose 1,7-bisphosphate phosphatase	GO:0005737:IEA|GO:0046872:IEA|GO:0016791:IEA|GO:0005975:IEA	PF00702	Hydrolase	IPR036412|IPR006439|IPR006549|IPR023214|IPR004446|IPR006543	3.1.3.-	B2UND9
B2UNH8	349741		RNA helicase	GO:0005829:IEA|GO:0005840:IEA|GO:0005524:IEA|GO:0016787:IEA|GO:0003724:IEA|GO:0033592:IEA|GO:0009409:IEA	PF03880|PF00270|PF00271	DbpA|DEAD|Helicase_C	IPR005580|IPR011545|IPR044742|IPR050547|IPR014001|IPR001650|IPR012677|IPR027417|IPR000629|IPR014014	3.6.4.13	B2UNH8
B2UNK5	349741		Uncharacterized protein						B2UNK5
B2UNL2	349741		site-specific DNA-methyltransferase (adenine-specific)	GO:0003677:IEA|GO:0008170:IEA|GO:0009007:IEA|GO:0009307:IEA|GO:0032259:IEA	PF12161|PF02384	HsdM_N|N6_Mtase	IPR022749|IPR051537|IPR003356|IPR002052|IPR004546|IPR029063|IPR038333	2.1.1.72	B2UNL2
B2UNN3	349741		Uncharacterized protein						B2UNN3
B2UNU1	349741		Aspartyl protease	GO:0004190:IEA|GO:0006508:IEA	PF13650	Asp_protease_2	IPR001969|IPR021109		B2UNU1
B2UP32	349741		ABC transporter permease						B2UP32
B2UP33	349741		Uncharacterized protein						B2UP33
B2UP55	349741	thiM	Hydroxyethylthiazole kinase	GO:0005524:IEA|GO:0004417:IEA|GO:0000287:IEA|GO:0009228:IEA|GO:0009229:IEA	PF02110	HK	IPR000417|IPR029056	2.7.1.50	B2UP55
B2UPD0	349741		Uncharacterized protein						B2UPD0
B2UPD4	349741		Uncharacterized protein		PF24481|PF02591	CT398_CC|Zn_ribbon_9	IPR056003|IPR003743		B2UPD4
B2UPG1	349741		Uncharacterized protein						B2UPG1
B2UPG2	349741		MORN repeat-containing protein	GO:0005829:IEA	PF02493	MORN	IPR003409		B2UPG2
B2UPG4	349741		Lysozyme inhibitor LprI N-terminal domain-containing protein						B2UPG4
B2UPG9	349741		Lipopolysaccharide-assembly	GO:0019867:IEA|GO:0043165:IEA	PF04390	LptE	IPR007485		B2UPG9
B2UPH5	349741	carB	Carbamoyl phosphate synthase large chain	GO:0005737:IEA|GO:0005524:IEA|GO:0004087:IEA|GO:0004088:IEA|GO:0046872:IEA|GO:0044205:IEA|GO:0006541:IEA|GO:0006526:IEA	PF25596|PF02786|PF02787|PF02142	CPSase_L_D1|CPSase_L_D2|CPSase_L_D3|MGS	IPR011761|IPR036897|IPR005479|IPR005483|IPR006275|IPR005480|IPR058047|IPR011607|IPR036914|IPR033937|IPR016185	6.3.4.16|6.3.5.5	B2UPH5
B2UPI7	349741		Peptidase M60 domain-containing protein	GO:0046872:IEA	PF13402	Peptidase_M60	IPR042279|IPR031161		B2UPI7
B2UPM9	349741		Acyltransferase 3	GO:0016020:IEA|GO:0016747:IEA|GO:0009103:IEA	PF01757|PF19040	Acyl_transf_3|SGNH	IPR002656|IPR050879|IPR043968		B2UPM9
B2UPQ3	349741		Glycosyl transferase family 51	GO:0030288:IEA|GO:0005886:IEA|GO:0008658:IEA|GO:0008955:IEA|GO:0009002:IEA|GO:0071555:IEA|GO:0009252:IEA|GO:0006508:IEA|GO:0008360:IEA	PF00912|PF00905	Transgly|Transpeptidase	IPR012338|IPR001264|IPR050396|IPR023346|IPR036950|IPR001460		B2UPQ3
B2UPS6	349741		6-carboxy-5,6,7,8-tetrahydropterin synthase	GO:0070497:IEA|GO:0046872:IEA	PF01242	PTPS	IPR007115|IPR038418	4.1.2.50	B2UPS6
B2UPT1	349741		SAM-dependent methyltransferase	GO:0035243:IEA|GO:0032259:IEA	PF02636	Methyltransf_28	IPR003788|IPR038375|IPR029063		B2UPT1
B2UPT7	349741	nuoC	NADH-quinone oxidoreductase subunit C	GO:0005886:IEA|GO:0050136:IEA|GO:0008137:IEA|GO:0048038:IEA	PF00329	Complex1_30kDa	IPR010218|IPR037232|IPR001268|IPR020396	7.1.1.-	B2UPT7
B2UPU7	349741		Tetratricopeptide TPR_2 repeat protein		PF13432	TPR_16	IPR011990|IPR019734		B2UPU7
B2UPV5	349741		UvrABC system protein A	GO:0005737:IEA|GO:0009380:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0003677:IEA|GO:0004518:IEA|GO:0008270:IEA|GO:0006289:IEA	PF00005|PF17755|PF17760	ABC_tran|UvrA_DNA-bind|UvrA_inter	IPR003593|IPR003439|IPR017871|IPR013815|IPR027417|IPR004602|IPR041552|IPR041102		
B2UPW8	349741	leuC	3-isopropylmalate dehydratase large subunit	GO:0003861:IEA|GO:0051539:IEA|GO:0046872:IEA|GO:0009098:IEA	PF00330	Aconitase	IPR004430|IPR015931|IPR001030|IPR018136|IPR036008|IPR050067|IPR033941	4.2.1.33	B2UPW8
B2UPX0	349741		Uncharacterized protein						B2UPX0
B2UPZ2	349741		Peptidase C39-like domain-containing protein		PF13529	Peptidase_C39_2	IPR039564		B2UPZ2
B2UQ15	349741	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	GO:0005737:IEA|GO:0051075:IEA|GO:0008616:IEA	PF02547	Queuosine_synth	IPR003699|IPR042118|IPR042119|IPR036100	2.4.99.17	B2UQ15
B2UQ30	349741	obg	GTPase Obg	GO:0005737:IEA|GO:0005525:IEA|GO:0003924:IEA|GO:0000287:IEA|GO:0043022:IEA|GO:0042254:IEA	PF01018|PF01926	GTP1_OBG|MMR_HSR1	IPR031167|IPR006073|IPR014100|IPR006169|IPR036726|IPR045086|IPR027417|IPR005225	3.6.5.-	B2UQ30
B2UQ68	349741		Ferripyochelin binding protein (Fbp)		PF00132	Hexapep	IPR001451|IPR047324|IPR050484|IPR011004		B2UQ68
B2UQ80	349741		Uncharacterized protein						B2UQ80
B2UQ91	349741		Radical SAM domain protein	GO:0051539:IEA|GO:0003824:IEA|GO:0046872:IEA	PF04055	Radical_SAM	IPR013785|IPR006638|IPR017200|IPR050377|IPR007197|IPR058240		B2UQ91
B2UQA0	349741		Transcriptional regulator, HxlR family	GO:0003677:IEA|GO:0006351:IEA	PF01638	HxlR	IPR002577|IPR036388|IPR036390		B2UQA0
B2UQA7	349741		Acetolactate synthase small subunit	GO:0005829:IEA|GO:0003984:IEA|GO:1990610:IEA|GO:0009097:IEA|GO:0009099:IEA	PF22629|PF10369	ACT_AHAS_ss|ALS_ss_C	IPR004789|IPR027271|IPR019455|IPR045865|IPR002912|IPR039557|IPR054480	2.2.1.6	B2UQA7
B2UQA8	349741		2-alkenal reductase	GO:0032440:IEA|GO:0004252:IEA|GO:0006508:IEA	PF13180|PF13365	PDZ_2|Trypsin_2	IPR051201|IPR001478|IPR036034|IPR009003|IPR001940	1.3.1.74	B2UQA8
B2UQC9	349741	kdpB	Potassium-transporting ATPase ATP-binding subunit	GO:0005886:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0000287:IEA|GO:0008556:IEA	PF00122|PF00702	E1-E2_ATPase|Hydrolase	IPR023299|IPR018303|IPR023298|IPR008250|IPR059000|IPR036412|IPR023214|IPR006391|IPR001757|IPR044492	7.2.2.6	B2UQC9
B2UQF3	349741		Alpha-galactosidase	GO:0004557:IEA|GO:0016052:IEA	PF16874|PF16875|PF02065	Glyco_hydro_36C|Glyco_hydro_36N|Melibiase	IPR013785|IPR038417|IPR050985|IPR017853|IPR000111|IPR002252|IPR031705|IPR031704|IPR013780	3.2.1.22	B2UQF3
B2UQH9	349741		C_GCAxxG_C_C family protein						B2UQH9
B2UQL3	349741		Uncharacterized protein						B2UQL3
B2UQN2	349741	map	Methionine aminopeptidase	GO:0005829:IEA|GO:0004239:IEA|GO:0046872:IEA|GO:0070006:IEA|GO:0006508:IEA	PF00557	Peptidase_M24	IPR036005|IPR000994|IPR001714|IPR002467	3.4.11.18	B2UQN2
B2UQN4	349741		Metal dependent phosphohydrolase	GO:0016462:IEA	PF21447	Ppx-GppA_III	IPR043129|IPR050273|IPR048950		B2UQN4
B2UQR1	349741		Uncharacterized protein						B2UQR1
B2UQR4	349741		RNP-1 like RNA-binding protein	GO:0003723:IEA	PF00076	RRM_1	IPR050502|IPR012677|IPR035979|IPR000504		B2UQR4
B2UQR7	349741		SSS sodium solute transporter superfamily	GO:0005886:IEA|GO:0005412:IEA	PF00474	SSF	IPR038377|IPR001734		B2UQR7
B2UQT0	349741		Succinate dehydrogenase (Or fumarate reductase) cytochrome b subunit, b558 family	GO:0016020:IEA|GO:0046872:IEA	PF01127	Sdh_cyt	IPR011138|IPR034804|IPR000701		B2UQT0
B2UQX7	349741	lepA	Elongation factor 4	GO:0005886:IEA|GO:0005525:IEA|GO:0003924:IEA|GO:0043022:IEA|GO:0003746:IEA|GO:0045727:IEA	PF00679|PF00009|PF03144|PF06421	EFG_C|GTP_EFTU|GTP_EFTU_D2|LepA_C	IPR006297|IPR035647|IPR000640|IPR004161|IPR038363|IPR013842|IPR035654|IPR027417|IPR005225|IPR000795	3.6.5.	B2UQX7
B2UQY1	349741	rpoC	DNA-directed RNA polymerase subunit beta'	GO:0000428:IEA|GO:0003677:IEA|GO:0003899:IEA|GO:0000287:IEA|GO:0008270:IEA|GO:0006351:IEA	PF04997|PF00623|PF04983|PF05000|PF04998	RNA_pol_Rpb1_1|RNA_pol_Rpb1_2|RNA_pol_Rpb1_3|RNA_pol_Rpb1_4|RNA_pol_Rpb1_5	IPR045867|IPR012754|IPR000722|IPR006592|IPR007080|IPR007066|IPR042102|IPR007083|IPR007081|IPR044893|IPR038120	2.7.7.6	B2UQY1
B2UR03	349741		Uncharacterized protein						B2UR03
B2UR08	349741		Transcriptional regulator, ArsR family	GO:0003700:IEA|GO:0008757:IEA	PF01022|PF08241	HTH_5|Methyltransf_11	IPR011991|IPR001845|IPR013216|IPR029063|IPR036388|IPR036390		B2UR08
B2UR21	349741		RNA methyltransferase, TrmH family, group 3	GO:0005829:IEA|GO:0003723:IEA|GO:0008173:IEA|GO:0032259:IEA|GO:0006396:IEA	PF00588	SpoU_methylase	IPR029028|IPR004441|IPR001537|IPR029026		B2UR21
B2URB7	349741		Lipocalin family protein	GO:0006950:IEA	PF08212	Lipocalin_2	IPR012674|IPR022271|IPR002446|IPR047202|IPR022272|IPR000566		B2URB7
B2URC1	349741		Uncharacterized protein						B2URC1
B2URE2	349741		Lipocalin-like domain-containing protein		PF12702	Lipocalin_3	IPR024311		B2URE2
B2URI2	349741		Inositol-1-monophosphatase	GO:0008934:IEA|GO:0046872:IEA|GO:0006020:IEA|GO:0046854:IEA|GO:0007165:IEA	PF00459	Inositol_P	IPR033942|IPR020583|IPR000760|IPR020550|IPR022337	3.1.3.25	B2URI2
B2URL3	349741		Uncharacterized protein						B2URL3
B2URQ5	349741		Transcriptional regulator, MarR family	GO:0003700:IEA|GO:0006950:IEA	PF12802	MarR_2	IPR000835|IPR039422|IPR036388|IPR036390		B2URQ5
B2UKN4	349741		PEP-CTERM sorting domain-containing protein				IPR013424		B2UKN4
B2UKN6	349741		Bacteriophage capsid protein-like protein	GO:0005198:IEA|GO:0019068:IEA	PF05136	Phage_portal_2	IPR006429		B2UKN6
B2UKN8	349741		Uncharacterized protein						B2UKN8
B2UKP5	349741		Uncharacterized protein						B2UKP5
B2UKT3	349741		Secretion protein HlyD family protein	GO:0030313:IEA	PF25990|PF25881	Beta-barrel_YknX|HH_YBHG	IPR058636|IPR059052|IPR050465		B2UKT3
B2UKT4	349741	alaS	Alanine--tRNA ligase	GO:0005737:IEA|GO:0004813:IEA|GO:0002161:IEA|GO:0005524:IEA|GO:0000049:IEA|GO:0008270:IEA|GO:0006419:IEA	PF01411|PF07973	tRNA-synt_2c|tRNA_SAD	IPR045864|IPR002318|IPR018162|IPR018165|IPR018164|IPR050058|IPR023033|IPR018163|IPR009000|IPR012947	6.1.1.7	B2UKT4
B2UKU4	349741		8-amino-7-oxononanoate synthase	GO:0008710:IEA|GO:0030170:IEA|GO:0009102:IEA	PF00155	Aminotran_1_2	IPR004839|IPR050087|IPR015424|IPR015421|IPR015422	2.3.1.47	B2UKU4
B2UKV4	349741		Sel1 domain protein repeat-containing protein		PF08238	Sel1	IPR006597|IPR050767|IPR011990		B2UKV4
B2UKX3	349741		Major facilitator superfamily MFS_1	GO:0016020:IEA|GO:0022857:IEA	PF24681|PF07690	Kelch_KLHDC2_KLHL20_DRC7|MFS_1	IPR015915|IPR011701|IPR020846|IPR044770|IPR036259		B2UKX3
B2UKZ5	349741		Putative glutamine transport system permease protein GlnP	GO:0043190:IEA|GO:0015276:IEA|GO:0006865:IEA	PF00528|PF00497	BPD_transp_1|SBP_bac_3	IPR010065|IPR043429|IPR001320|IPR000515|IPR035906|IPR001638		B2UKZ5
B2UL28	349741		Thioredoxin family protein						B2UL28
B2UL36	349741		Aminotransferase class I and II	GO:0005829:IEA|GO:0030170:IEA|GO:0009042:IEA|GO:1901605:IEA	PF00155	Aminotran_1_2	IPR004839|IPR050859|IPR015424|IPR015421		B2UL36
B2UL47	349741		Laccase domain-containing protein	GO:0005507:IEA|GO:0016787:IEA|GO:0017061:IEA	PF02578	Cu-oxidase_4	IPR003730|IPR038371|IPR011324		B2UL47
B2UL70	349741		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	GO:0016020:IEA|GO:0008444:IEA|GO:0046474:IEA	PF01066	CDP-OH_P_transf	IPR050324|IPR000462|IPR043130|IPR048254|IPR004570	2.7.8.5	B2UL70
B2UL71	349741		Uncharacterized protein						B2UL71
B2UL83	349741		Tetratricopeptide TPR_2 repeat protein		PF00754	F5_F8_type_C	IPR000421|IPR008979		B2UL83
