Gene ID,Gene Name or Symbol,Product Description
AN6378,N/A,"Ortholog of A. niger CBS 513.88 : An02g05060, A. oryzae RIB40 : AO090026000168, Aspergillus wentii : Aspwe1_0054681, Aspergillus sydowii : Aspsy1_0045559 and Aspergillus terreus NIH2624 : ATET_01381"
AN6379,N/A,protein of unknown function
AN6380,N/A,"Ortholog of A. fumigatus Af293 : Afu2g13930, A. niger CBS 513.88 : An02g05120, A. oryzae RIB40 : AO090026000179, Neosartorya fischeri NRRL 181 : NFIA_089090 and Aspergillus versicolor : Aspve1_0052622"
AN6381,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN6382,N/A,Has domain(s) with predicted phosphoric diester hydrolase activity and role in lipid metabolic process
AN6383,N/A,"Ortholog of A. fumigatus Af293 : Afu5g00450, Afu6g10780, A. niger CBS 513.88 : An03g05860, A. oryzae RIB40 : AO090003001528, AO090023001010 and Aspergillus wentii : Aspwe1_0052273, Aspwe1_0067889"
AN6384,N/A,Has domain(s) with predicted catalytic activity and role in nucleoside metabolic process
AN6385,N/A,Ortholog of Aspergillus flavus NRRL 3357 : AFL2T_06541 and Aspergillus carbonarius ITEM 5010 : Acar5010_134933
AN6386,N/A,Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process
AN6387,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN6388,N/A,Putative beta-galactosidase
AN6389,N/A,"Ortholog of A. fumigatus Af293 : Afu1g03300, Afu6g10800, A. niger CBS 513.88 : An11g00440, A. oryzae RIB40 : AO090023000186, Aspergillus wentii : Aspwe1_0039443 and Aspergillus sydowii : Aspsy1_0058314"
AN6390,N/A,"Has domain(s) with predicted homogentisate 1,2-dioxygenase activity and role in L-phenylalanine catabolic process, oxidation-reduction process, tyrosine metabolic process"
AN6391,N/A,Protein phosphatase
AN6392,N/A,"Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
AN6393,N/A,Has domain(s) with predicted acetyltransferase activity
AN6394,N/A,Putative acyl-CoA dehydrogenase
AN6395,N/A,"Protein with rhamnogalacturonan lyase activity, involved in degradation of pectin"
AN6396,N/A,"Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated"
AN6397,N/A,"Has domain(s) with predicted ATP binding, nucleoside-triphosphatase activity, nucleotide binding activity"
AN6398,N/A,Ortholog(s) have intracellular localization
AN6399,N/A,Putative bleomycin hydrolase
AN6400,N/A,"Ortholog(s) have ferric-chelate reductase activity, role in cellular iron ion homeostasis, cellular response to iron ion starvation, siderophore transport and plasma membrane localization"
AN6401,N/A,Putative hydrophobin
AN6403,N/A,Ortholog of Aspergillus clavatus NRRL 1 : ACLA_055850 and Aspergillus aculeatus ATCC16872 : Aacu16872_061969
AN6404,N/A,Has domain(s) with predicted zinc ion binding activity
AN6405,N/A,"Has domain(s) with predicted catalytic activity, lysozyme activity and role in carbohydrate metabolic process, cell wall macromolecule catabolic process, peptidoglycan catabolic process"
AN6406,N/A,protein of unknown function
AN6407,N/A,Ortholog(s) have oxidoreductase activity and role in steroid metabolic process
AN6408,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02300, A. niger CBS 513.88 : An01g05890, An02g00680, A. oryzae RIB40 : AO090005000870, AO090012000134 and Aspergillus wentii : Aspwe1_0025641, Aspwe1_0174993, Aspwe1_0177606"
AN6409,N/A,"Ortholog of A. fumigatus Af293 : Afu4g00760, A. oryzae RIB40 : AO090020000610, Aspergillus flavus NRRL 3357 : AFL2T_10736 and Neosartorya fischeri NRRL 181 : NFIA_044890"
AN6410,N/A,protein of unknown function
AN6411,N/A,Putative GNAT-type acetyltransferase
AN6412,N/A,Putative xylose transporter
AN6413,N/A,"Ortholog of A. nidulans FGSC A4 : AN6419, AN6946, AN5312, AN5664, AN8328, AN3241, AN10369, AN1930, AN2386, AN1738, AN11159, AN8984, AN8951, AN1540, AN8971, AN9387, AN9266, AN9306, AN1317, AN10886, AN7232, AN7774, AN12202"
AN6414,N/A,Putative cytochrome P450
AN6415,N/A,protein of unknown function
AN6416,N/A,protein of unknown function
AN6417,N/A,Ortholog(s) have cell cortex localization
AN6418,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN6419,N/A,"Ortholog of A. nidulans FGSC A4 : AN6413, AN6946, AN5312, AN5664, AN8328, AN3241, AN10369, AN1930, AN2386, AN1738, AN11159, AN8984, AN8951, AN1540, AN8971, AN9387, AN9266, AN9306, AN1317, AN10886, AN7232, AN7774, AN12202"
AN6420,N/A,"Ortholog of A. fumigatus Af293 : Afu2g01100, A. niger CBS 513.88 : An09g04970, A. oryzae RIB40 : AO090005001149, Aspergillus wentii : Aspwe1_0033340 and Aspergillus sydowii : Aspsy1_0178541"
AN6421,N/A,Ortholog(s) have cyanamide hydratase activity and role in cyanamide metabolic process
AN6422,N/A,"Has domain(s) with predicted hydrolase activity, hydrolase activity, acting on ester bonds activity and role in lipid metabolic process"
AN6423,N/A,"Ortholog of A. fumigatus Af293 : Afu3g00960, A. niger CBS 513.88 : An16g08680, A. oryzae RIB40 : AO090009000250 and Aspergillus wentii : Aspwe1_0045294, Aspwe1_0109966"
AN6424,N/A,"Ortholog of A. niger CBS 513.88 : An09g02380, A. oryzae RIB40 : AO090005000187, Aspergillus wentii : Aspwe1_0046686, Aspergillus versicolor : Aspve1_0652300 and Aspergillus clavatus NRRL 1 : ACLA_067550"
AN6426,N/A,Has domain(s) with predicted metallopeptidase activity
AN6427,N/A,"Mannan endo-1,4-beta-mannosidase C"
AN6428,N/A,"Putative beta-1,4-endoglucanase"
AN6429,N/A,Ortholog(s) have role in secondary metabolite biosynthetic process
AN6430,N/A,putative transcription factor
AN6431,N/A,Putative polyketide synthase
AN6432,N/A,protein of unknown function
AN6433,N/A,"Has domain(s) with predicted transferase activity, transferring hexosyl groups activity and role in metabolic process"
AN6434,N/A,Putative cytochrome P450
AN6435,N/A,Has domain(s) with predicted integral component of membrane localization
AN6436,N/A,Putative transmembrane transporter
AN6437,N/A,protein of unknown function
AN6438,N/A,Putative dipeptidyl-peptidase
AN6439,N/A,protein of unknown function
AN6440,N/A,protein of unknown function
AN6441,N/A,protein of unknown function
AN6443,N/A,"ABC transporter, putative"
AN6444,N/A,Putative nonribosomal peptide synthase (NRPS)-like enzyme
AN6445,N/A,Putative aryl-alcohol oxidase-related protein
AN6446,N/A,"Myb-like transcription factor, putative"
AN6447,N/A,Predicted O-methyltransferase
AN6448,N/A,Putative polyketide synthase
AN6449,N/A,Putative cytochrome P450
AN6450,N/A,Tetrahydroxynaphthalene reductase
AN6451,N/A,Predicted transmembrane transporter
AN6452,N/A,Ortholog(s) have oligopeptide transmembrane transporter activity and role in transmembrane transport
AN6453,N/A,Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process
AN6454,N/A,"Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane localization"
AN6455,N/A,Predicted glycosylphosphatidylinositol (GPI)-anchored protein
AN6456,N/A,"Ortholog of A. nidulans FGSC A4 : AN6670, A. fumigatus Af293 : Afu6g00570, Aspergillus versicolor : Aspve1_0062160, Aspergillus fumigatus A1163 : AFUB_096920 and Aspergillus clavatus NRRL 1 : ACLA_004220"
AN6457,N/A,Has domain(s) with predicted peroxidase activity
AN6458,N/A,"Ortholog of A. fumigatus Af293 : Afu3g07420, A. niger CBS 513.88 : An02g10960, An01g01420, An12g05390, A. oryzae RIB40 : AO090020000161, AO090005000921, AO090003001427 and Aspergillus sydowii : Aspsy1_0086152"
AN6459,N/A,"Has domain(s) with predicted UDP-N-acetylmuramate dehydrogenase activity, flavin adenine dinucleotide binding, oxidoreductase activity and role in oxidation-reduction process"
AN6460,N/A,"Ortholog of A. nidulans FGSC A4 : AN12398, A. oryzae RIB40 : AO090023000067, AO090010000683, Aspergillus wentii : Aspwe1_0075588 and Aspergillus versicolor : Aspve1_0086685"
AN6461,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN6462,N/A,Has domain(s) with predicted hydrolase activity and role in metabolic process
AN6463,N/A,"Ortholog of A. nidulans FGSC A4 : AN7976, A. fumigatus Af293 : Afu4g14310, Afu8g01590 and A. niger CBS 513.88 : An15g05580, An11g01710, An12g06830, An11g08100, An08g01130, An07g04970, An03g04950, An09g06370, An15g02610"
AN6464,N/A,"Has domain(s) with predicted hydrolase activity, hydrolase activity, acting on ester bonds activity and role in lipid metabolic process"
AN6465,N/A,protein of unknown function
AN6468,N/A,"Has domain(s) with predicted metal ion transmembrane transporter activity, role in metal ion transport, transmembrane transport and membrane localization"
AN6469,N/A,protein of unknown function
AN6470,N/A,"Protein with lysozyme activity, involved in carbohydrate catabolism"
AN6471,N/A,Predicted glycosylphosphatidylinositol (GPI)-anchored protein
AN6472,N/A,Putative endo-mannanase GH76 family protein
AN6473,N/A,"Ortholog of A. fumigatus Af293 : Afu1g16430, Neosartorya fischeri NRRL 181 : NFIA_009010, Aspergillus versicolor : Aspve1_0315435 and Aspergillus fumigatus A1163 : AFUB_015770"
AN6476,N/A,protein of unknown function
AN6477,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN6478,N/A,protein of unknown function
AN6479,N/A,protein of unknown function
AN6480,N/A,protein of unknown function
AN6481,N/A,"Has domain(s) with predicted metal ion transmembrane transporter activity, role in metal ion transport, transmembrane transport and membrane localization"
AN6482,N/A,"Ortholog of A. nidulans FGSC A4 : AN0518, A. fumigatus Af293 : Afu1g15540, A. niger CBS 513.88 : An12g09790, A. oryzae RIB40 : AO090011000265 and Neosartorya fischeri NRRL 181 : NFIA_009780"
AN6484,N/A,Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process
AN6485,N/A,Putative cytochrome P450
AN6487,N/A,Putative aspartyl protease
AN6488,N/A,Putative tryptophanyl-tRNA synthetase with a predicted role in tRNA charging for translation
AN6489,N/A,Ortholog(s) have mitochondrial ribosome localization
AN6490,N/A,Putative phosphorylase with a predicted role in nucleotide salvage pathways
AN6491,N/A,Putative ortholog of S. cerevisiae Fcf2p
AN6492,N/A,Component of AnCP/AnCF CCAAT-binding complex
AN6493,N/A,Has domain(s) with predicted role in vesicle docking involved in exocytosis and exocyst localization
AN6494,N/A,"Ortholog(s) have RNA binding activity, role in meiosis I, positive regulation of meiotic cell cycle, premeiotic DNA replication and Mei2 nuclear dot complex, Tor2-Mei2-Ste11 complex, cytosol, nuclear chromosome localization"
AN6495,N/A,"Ortholog of A. fumigatus Af293 : Afu6g05270, Neosartorya fischeri NRRL 181 : NFIA_051840, Aspergillus wentii : Aspwe1_0036220 and Aspergillus versicolor : Aspve1_0044119"
AN6496,N/A,Ortholog(s) have mannose-ethanolamine phosphotransferase activity
AN6497,N/A,"Ortholog of A. fumigatus Af293 : Afu6g05250, Neosartorya fischeri NRRL 181 : NFIA_051820, Aspergillus wentii : Aspwe1_0103504 and Aspergillus versicolor : Aspve1_0085986"
AN6499,N/A,"malate dehydrogenase, putative"
AN6500,N/A,Ortholog(s) have cytosol localization
AN6501,N/A,"Ortholog(s) have U2 snRNP, cytosol localization"
AN6503,N/A,"Has domain(s) with predicted nucleic acid binding, zinc ion binding activity"
AN6504,N/A,protein of unknown function
AN6505,N/A,WD40 repeat protein
AN6506,N/A,Putative C-4 sterol methyl oxidase with a predicted role in sterol metabolism
AN6507,N/A,"Ortholog(s) have cytosol, mitotic spindle, nucleus localization"
AN6508,N/A,protein kinase
AN6509,N/A,protein of unknown function
AN6510,N/A,Translocase of outer mitochondrial membrane complex
AN6512,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN6513,N/A,"Ortholog(s) have tRNA binding, tRNA dimethylallyltransferase activity, role in tRNA modification, transfer RNA gene-mediated silencing and cytosol, mitochondrion, nucleolus localization"
AN6514,N/A,"Ortholog(s) have GDP binding, RNA pyrophosphohydrolase activity, enzyme regulator activity, phosphodiesterase decapping endonuclease activity"
AN6515,N/A,"Ortholog(s) have role in posttranslational protein targeting to membrane, protein insertion into ER membrane and TRC complex, nucleus localization"
AN6516,N/A,"Ortholog of Aspergillus tubingensis : Asptu1_0048756, Aspergillus flavus NRRL 3357 : AFL2T_05688, Aspergillus acidus : Aspfo1_0047339 and Aspergillus terreus NIH2624 : ATET_05671"
AN6517,N/A,"Ortholog(s) have role in DNA strand elongation involved in DNA replication, UV-damage excision repair and Elg1 RFC-like complex, cytosol, nucleus localization"
AN6518,N/A,"Has domain(s) with predicted hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds activity and role in carbohydrate metabolic process"
AN6520,N/A,Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process
AN6521,N/A,Homoaconitate hydratase
AN6522,N/A,Putative mitochondrial GTPase
AN6523,N/A,formin
AN6524,N/A,"Ortholog of A. fumigatus Af293 : Afu6g04930, A. niger CBS 513.88 : An15g00400, A. oryzae RIB40 : AO090701000045, Aspergillus wentii : Aspwe1_0036161 and Aspergillus sydowii : Aspsy1_0037126"
AN6525,N/A,"formate dehydrogenase, putative"
AN6526,N/A,"Ortholog(s) have leucine-tRNA ligase activity, mRNA binding activity, role in Group I intron splicing, leucyl-tRNA aminoacylation, mitochondrial translation and mitochondrion localization"
AN6527,N/A,"Ortholog of A. nidulans FGSC A4 : AN5581, A. fumigatus Af293 : Afu6g04900, Afu4g11477, A. niger CBS 513.88 : An14g03410, An04g05110 and A. oryzae RIB40 : AO090701000049, AO090003001075"
AN6528,N/A,Protein predicted to have a role in pheromone precursor processing
AN6529,N/A,"Ortholog of A. fumigatus Af293 : Afu6g04880, A. niger CBS 513.88 : An15g00440, A. oryzae RIB40 : AO090701000051, Aspergillus wentii : Aspwe1_0326252 and Aspergillus sydowii : Aspsy1_0164130"
AN6530,N/A,"Ortholog(s) have 1-acylglycerol-3-phosphate O-acyltransferase activity, 1-acylglycerophosphocholine O-acyltransferase activity, role in glycerophospholipid biosynthetic process and endoplasmic reticulum, ribosome localization"
AN6531,N/A,Putative Sec1p-like protein with a predicted role in vacuolar protein sorting
AN6532,N/A,Has domain(s) with predicted oxidoreductase activity and role in metabolic process
AN6533,N/A,TRAPP II complex subunit Trs120
AN6534,N/A,Putative mannosylinositol phosphorylceramide (MIP2C) synthase with a predicted role in sphingoglycolipid metabolism
AN6535,N/A,Transcript induced in response to calcium dichloride in a CrzA-dependent manner
AN6536,N/A,Imidazoleglycerol-phosphate dehydratase
AN6537,N/A,"Ortholog of A. fumigatus Af293 : Afu6g04705, A. oryzae RIB40 : AO090701000069, Aspergillus wentii : Aspwe1_0168393, Aspergillus sydowii : Aspsy1_0051755 and Aspergillus terreus NIH2624 : ATET_06977"
AN6538,N/A,Has domain(s) with predicted phospholipid binding activity
AN6540,N/A,"Ortholog(s) have role in RNA processing, positive regulation of mitochondrial RNA catabolic process, regulation of mRNA stability and mitochondrial envelope localization"
AN6541,N/A,putative bifunctional purine biosynthetic protein ade1
AN6542,N/A,Gamma-actin
AN6543,N/A,"Ortholog(s) have adenyl-nucleotide exchange factor activity, role in cytoplasm-associated proteasomal ubiquitin-dependent protein catabolic process, cytoplasmic translation and cytosolic ribosome, nucleus localization"
AN6544,N/A,"Ortholog(s) have role in late endosome to vacuole transport via multivesicular body sorting pathway, protein targeting to vacuole and Golgi apparatus, Vps55/Vps68 complex, fungal-type vacuole membrane, mitochondrion localization"
AN6545,N/A,"Ortholog of A. niger CBS 513.88 : An15g00530, Neosartorya fischeri NRRL 181 : NFIA_051320, Aspergillus wentii : Aspwe1_0024424 and Aspergillus versicolor : Aspve1_0044177"
