"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol","Transcript Product Description"
"Afu7g06360","Afu7g06360-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,560,015..1,561,293(-)","Ortholog of A. nidulans FGSC A4 : AN10483, AN2809, AN2115, AN0033, AN12460, A. fumigatus Af293 : Afu2g00940, Afu2g16560, Afu3g15340, Afu7g00460 and A. niger CBS 513.88 : An14g02830, An16g00830","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN10483, AN2809, AN2115, AN0033, AN12460, A. fumigatus Af293 : Afu2g00940, Afu2g16560, Afu3g15340, Afu7g00460 and A. niger CBS 513.88 : An14g02830, An16g00830"
"Afu7g06370","Afu7g06370-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,561,674..1,564,057(-)","Ortholog(s) have role in maltose metabolic process, regulation of transcription, DNA-templated and nucleus localization","No","1","N/A","Ortholog(s) have role in maltose metabolic process, regulation of transcription, DNA-templated and nucleus localization"
"Afu7g06380","Afu7g06380-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,564,152..1,566,317(-)","Putative maltase","No","1","N/A","Putative maltase"
"Afu7g06390","Afu7g06390-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,566,677..1,569,072(+)","Putative MFS alpha-glucoside transporter","No","1","N/A","Putative MFS alpha-glucoside transporter"
"Afu7g06400","Afu7g06400-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,569,530..1,570,694(-)","Pectate lyase D, putative","No","1","plyD","Pectate lyase D, putative"
"Afu7g06410","Afu7g06410-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,571,892..1,573,615(-)","Ortholog(s) have hydrolase activity, acting on glycosyl bonds activity and role in carbohydrate catabolic process","No","1","N/A","Ortholog(s) have hydrolase activity, acting on glycosyl bonds activity and role in carbohydrate catabolic process"
"Afu7g06420","Afu7g06420-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,573,696..1,575,609(-)","Ortholog(s) have cytosol, nucleus localization","No","1","N/A","Ortholog(s) have cytosol, nucleus localization"
"Afu7g06430","Afu7g06430-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,575,999..1,577,751(-)","Ortholog of A. nidulans FGSC A4 : AN5231, A. oryzae RIB40 : AO090012000101, Aspergillus wentii : Aspwe1_0167924, Aspergillus sydowii : Aspsy1_0091759 and Aspergillus terreus NIH2624 : ATET_07909","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN5231, A. oryzae RIB40 : AO090012000101, Aspergillus wentii : Aspwe1_0167924, Aspergillus sydowii : Aspsy1_0091759 and Aspergillus terreus NIH2624 : ATET_07909"
"Afu7g06440","Afu7g06440-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,577,765..1,579,716(+)","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_027730, Aspergillus fumigatus A1163 : AFUB_092000 and Aspergillus clavatus NRRL 1 : ACLA_008180","No","1","N/A","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_027730, Aspergillus fumigatus A1163 : AFUB_092000 and Aspergillus clavatus NRRL 1 : ACLA_008180"
"Afu7g06450","Afu7g06450-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,579,868..1,580,590(-)","Ortholog of Aspergillus fumigatus A1163 : AFUB_092010","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_092010"
"Afu7g06460","Afu7g06460-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,580,920..1,581,957(-)","Ortholog of A. nidulans FGSC A4 : AN10379, A. niger CBS 513.88 : An03g05540, Neosartorya fischeri NRRL 181 : NFIA_027750, Aspergillus wentii : Aspwe1_0022967 and Aspergillus versicolor : Aspve1_0056237","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN10379, A. niger CBS 513.88 : An03g05540, Neosartorya fischeri NRRL 181 : NFIA_027750, Aspergillus wentii : Aspwe1_0022967 and Aspergillus versicolor : Aspve1_0056237"
"Afu7g06470","Afu7g06470-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,581,971..1,582,072(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_092030","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_092030"
"Afu7g06480","Afu7g06480-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,582,456..1,583,175(-)","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_027760 and Aspergillus fumigatus A1163 : AFUB_092040","No","1","N/A","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_027760 and Aspergillus fumigatus A1163 : AFUB_092040"
"Afu7g06490","Afu7g06490-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,583,836..1,584,837(+)","Has domain(s) with predicted catalytic activity, deoxyribose-phosphate aldolase activity, lyase activity, role in deoxyribonucleotide catabolic process and cytoplasm localization","No","1","N/A","Has domain(s) with predicted catalytic activity, deoxyribose-phosphate aldolase activity, lyase activity, role in deoxyribonucleotide catabolic process and cytoplasm localization"
"Afu7g06500","Afu7g06500-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,585,050..1,587,721(-)","Ortholog(s) have role in conidiophore development, positive regulation of transcription from RNA polymerase II promoter, short-chain fatty acid catabolic process","No","1","N/A","Ortholog(s) have role in conidiophore development, positive regulation of transcription from RNA polymerase II promoter, short-chain fatty acid catabolic process"
"Afu7g06510","Afu7g06510-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,587,959..1,589,512(-)","Putative acyl coenzyme A dehydrogenase","No","1","N/A","Putative acyl coenzyme A dehydrogenase"
"Afu7g06520","Afu7g06520-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,589,753..1,591,024(+)","Has domain(s) with predicted catalytic activity and role in metabolic process","No","1","N/A","Has domain(s) with predicted catalytic activity and role in metabolic process"
"Afu7g06523","Afu7g06523-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,591,542..1,592,418(+)","Ortholog of A. nidulans FGSC A4 : AN9205, AN9209, A. fumigatus Af293 : Afu5g00100, Afu8g01840, A. niger CBS 513.88 : An05g01030, An13g03050, An16g01380 and A. oryzae RIB40 : AO090012000290, AO090011000069","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN9205, AN9209, A. fumigatus Af293 : Afu5g00100, Afu8g01840, A. niger CBS 513.88 : An05g01030, An13g03050, An16g01380 and A. oryzae RIB40 : AO090012000290, AO090011000069"
"Afu7g06526","Afu7g06526-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,592,782..1,594,293(+)","Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization","No","1","N/A","Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
"Afu7g06540","Afu7g06540-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,595,883..1,596,965(+)","Putative threonine aldolase","No","1","N/A","Putative threonine aldolase"
"Afu7g06550","Afu7g06550-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,597,642..1,599,645(+)","Has domain(s) with predicted DNA binding, zinc ion binding activity, role in transcription, DNA-templated and nucleus localization","No","1","N/A","Has domain(s) with predicted DNA binding, zinc ion binding activity, role in transcription, DNA-templated and nucleus localization"
"Afu7g06570","Afu7g06570-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,600,770..1,602,363(+)","Putative zinc/cadmium resistance protein","No","1","zrcA","Putative zinc/cadmium resistance protein"
"Afu7g06580","Afu7g06580-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,602,844..1,606,068(+)","Has domain(s) with predicted UDP-N-acetylmuramate dehydrogenase activity, flavin adenine dinucleotide binding, oxidoreductase activity and role in oxidation-reduction process","No","1","N/A","Has domain(s) with predicted UDP-N-acetylmuramate dehydrogenase activity, flavin adenine dinucleotide binding, oxidoreductase activity and role in oxidation-reduction process"
"Afu7g06590","Afu7g06590-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,606,536..1,608,072(-)","Ortholog of A. nidulans FGSC A4 : AN7942, AN7872, AN5510, AN3420, AN2700, AN9050, AN8973, AN11222, AN10911, AN1749 and A. fumigatus Af293 : Afu1g12450, Afu2g00880, Afu2g17800, Afu2g17880, Afu5g14720","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN7942, AN7872, AN5510, AN3420, AN2700, AN9050, AN8973, AN11222, AN10911, AN1749 and A. fumigatus Af293 : Afu1g12450, Afu2g00880, Afu2g17800, Afu2g17880, Afu5g14720"
"Afu7g06600","Afu7g06600-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,608,728..1,609,315(-)","Ortholog(s) have NAD(P)H dehydrogenase (quinone) activity, transcription factor binding activity and role in apoptotic process, cellular response to oxidative stress, cytoplasmic sequestering of transcription factor","No","1","N/A","Ortholog(s) have NAD(P)H dehydrogenase (quinone) activity, transcription factor binding activity and role in apoptotic process, cellular response to oxidative stress, cytoplasmic sequestering of transcription factor"
"Afu7g06610","Afu7g06610-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,609,738..1,610,600(-)","Has domain(s) with predicted catalytic activity and role in metabolic process","No","1","N/A","Has domain(s) with predicted catalytic activity and role in metabolic process"
"Afu7g06620","Afu7g06620-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,610,763..1,611,608(-)","Ortholog of Aspergillus fumigatus A1163 : AFUB_092190","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_092190"
"Afu7g06630","Afu7g06630-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,614,141..1,615,948(+)","Putative cytochrome P450 monooxygenase","No","1","N/A","Putative cytochrome P450 monooxygenase"
"Afu7g06640","Afu7g06640-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,616,424..1,616,859(+)","protein of unknown function","No","1","N/A","protein of unknown function"
"Afu7g06650","Afu7g06650-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,617,090..1,618,137(+)","Has domain(s) with predicted catalytic activity","No","1","N/A","Has domain(s) with predicted catalytic activity"
"Afu7g06660","Afu7g06660-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,618,891..1,620,171(+)","protein of unknown function","No","1","N/A","protein of unknown function"
"Afu7g06670","Afu7g06670-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,620,790..1,625,641(+)","Ortholog of A. nidulans FGSC A4 : AN3342, AN10302, AN4609, A. niger CBS 513.88 : An04g04320, An16g05670, An04g03250, A. oryzae RIB40 : AO090011000012 and Aspergillus wentii : Aspwe1_0024918, Aspwe1_0156490","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN3342, AN10302, AN4609, A. niger CBS 513.88 : An04g04320, An16g05670, An04g03250, A. oryzae RIB40 : AO090011000012 and Aspergillus wentii : Aspwe1_0024918, Aspwe1_0156490"
"Afu7g06675","Afu7g06675-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,625,962..1,626,432(+)","Ortholog of A. niger CBS 513.88 : An07g05230, Aspergillus wentii : Aspwe1_0041406, Aspergillus niger ATCC 1015 : 143591-mRNA and Aspergillus zonatus : Aspzo1_0011465","No","1","N/A","Ortholog of A. niger CBS 513.88 : An07g05230, Aspergillus wentii : Aspwe1_0041406, Aspergillus niger ATCC 1015 : 143591-mRNA and Aspergillus zonatus : Aspzo1_0011465"
"Afu7g06680","Afu7g06680-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,626,768..1,628,757(+)","AAA-family ATPase","No","1","aaaA","AAA-family ATPase"
"Afu7g06690","Afu7g06690-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,628,973..1,631,359(+)","Ortholog of A. niger CBS 513.88 : An09g02260, An13g03470, A. oryzae RIB40 : AO090038000025, Aspergillus wentii : Aspwe1_0060886, Aspwe1_0471049 and Aspergillus sydowii : Aspsy1_0128605","No","1","N/A","Ortholog of A. niger CBS 513.88 : An09g02260, An13g03470, A. oryzae RIB40 : AO090038000025, Aspergillus wentii : Aspwe1_0060886, Aspwe1_0471049 and Aspergillus sydowii : Aspsy1_0128605"
"Afu7g06700","Afu7g06700-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,631,593..1,632,948(+)","Rieske [2Fe-2S] domain protein","No","1","N/A","Rieske [2Fe-2S] domain protein"
"Afu7g06710","Afu7g06710-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,634,301..1,635,548(+)","protein of unknown function","No","1","N/A","protein of unknown function"
"Afu7g06720","Afu7g06720-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,635,573..1,637,556(+)","Ortholog of A. nidulans FGSC A4 : AN9203, A. fumigatus Af293 : Afu4g03470, A. niger CBS 513.88 : An10g00950, An04g04430, An02g00350, An08g09800 and A. oryzae RIB40 : AO090103000074, AO090023000047","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN9203, A. fumigatus Af293 : Afu4g03470, A. niger CBS 513.88 : An10g00950, An04g04430, An02g00350, An08g09800 and A. oryzae RIB40 : AO090103000074, AO090023000047"
"Afu7g06730","Afu7g06730-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,638,016..1,638,408(-)","protein of unknown function","No","1","N/A","protein of unknown function"
"Afu7g06740","Afu7g06740-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,639,491..1,640,272(+)","Has domain(s) with predicted cellulase activity, cellulose binding, hydrolase activity, hydrolyzing O-glycosyl compounds activity, role in carbohydrate metabolic process and extracellular region localization","No","1","N/A","Has domain(s) with predicted cellulase activity, cellulose binding, hydrolase activity, hydrolyzing O-glycosyl compounds activity, role in carbohydrate metabolic process and extracellular region localization"
"Afu7g06750","Afu7g06750-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,640,763..1,641,493(+)","Ortholog of A. fumigatus Af293 : Afu1g06590, A. niger CBS 513.88 : An15g07520, A. oryzae RIB40 : AO090011000051 and Aspergillus wentii : Aspwe1_0046559, Aspwe1_0170184","No","1","N/A","Ortholog of A. fumigatus Af293 : Afu1g06590, A. niger CBS 513.88 : An15g07520, A. oryzae RIB40 : AO090011000051 and Aspergillus wentii : Aspwe1_0046559, Aspwe1_0170184"
"Afu7g06760","Afu7g06760-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,642,254..1,644,206(-)","Ortholog of A. nidulans FGSC A4 : AN6785, Neosartorya fischeri NRRL 181 : NFIA_028050, Aspergillus versicolor : Aspve1_0046596 and Aspergillus fumigatus A1163 : AFUB_092340","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN6785, Neosartorya fischeri NRRL 181 : NFIA_028050, Aspergillus versicolor : Aspve1_0046596 and Aspergillus fumigatus A1163 : AFUB_092340"
"Afu7g06770","Afu7g06770-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,644,843..1,646,297(-)","Conserved protein of unknown function","No","1","N/A","Conserved protein of unknown function"
"Afu7g06780","Afu7g06780-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,648,143..1,649,965(+)","Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process","No","1","N/A","Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process"
"Afu7g06790","Afu7g06790-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,650,275..1,652,177(+)","Ortholog(s) have endoplasmic reticulum localization","No","1","N/A","Ortholog(s) have endoplasmic reticulum localization"
"Afu7g06800","Afu7g06800-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,653,637..1,655,732(-)","Has domain(s) with predicted carbon-nitrogen ligase activity, with glutamine as amido-N-donor activity","No","1","N/A","Has domain(s) with predicted carbon-nitrogen ligase activity, with glutamine as amido-N-donor activity"
"Afu7g06810","Afu7g06810-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,656,772..1,658,865(-)","Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process","No","1","N/A","Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process"
"Afu7g06820","Afu7g06820-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,659,444..1,661,845(-)","Has domain(s) with predicted role in cell adhesion","No","1","N/A","Has domain(s) with predicted role in cell adhesion"
"Afu7g06830","Afu7g06830-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,663,180..1,665,513(-)","Ortholog(s) have COPI-coated vesicle, clathrin-coated vesicle localization","No","1","N/A","Ortholog(s) have COPI-coated vesicle, clathrin-coated vesicle localization"
"Afu7g06840","Afu7g06840-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,665,819..1,667,443(-)","Putative class III aminotransferase","No","1","N/A","Putative class III aminotransferase"
"Afu7g06850","Afu7g06850-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,668,680..1,670,143(+)","Has domain(s) with predicted phosphatase activity and role in metabolic process","No","1","N/A","Has domain(s) with predicted phosphatase activity and role in metabolic process"
"Afu7g06870","Afu7g06870-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,671,962..1,674,451(-)","Predicted gypsy transposon-related ORF","No","1","N/A","Predicted gypsy transposon-related ORF"
"Afu7g06890","Afu7g06890-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,679,402..1,681,307(+)","Has domain(s) with predicted heme binding, peroxidase activity and role in oxidation-reduction process","No","1","N/A","Has domain(s) with predicted heme binding, peroxidase activity and role in oxidation-reduction process"
"Afu7g06900","Afu7g06900-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,682,237..1,683,885(-)","Has domain(s) with predicted catalytic activity and role in metabolic process","No","1","N/A","Has domain(s) with predicted catalytic activity and role in metabolic process"
"Afu7g06910","Afu7g06910-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,686,272..1,688,171(-)","Ortholog of A. niger CBS 513.88 : An14g02930, Aspergillus wentii : Aspwe1_0040561, Aspwe1_0746562, Aspergillus versicolor : Aspve1_0085367 and Aspergillus niger ATCC 1015 : 38842-mRNA, 41704-mRNA","No","1","N/A","Ortholog of A. niger CBS 513.88 : An14g02930, Aspergillus wentii : Aspwe1_0040561, Aspwe1_0746562, Aspergillus versicolor : Aspve1_0085367 and Aspergillus niger ATCC 1015 : 38842-mRNA, 41704-mRNA"
"Afu7g06920","Afu7g06920-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,688,709..1,690,801(+)","Ortholog of A. nidulans FGSC A4 : AN9531, AN1600, AN9354, AN4608 and A. fumigatus Af293 : Afu4g03520, Afu5g14130","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN9531, AN1600, AN9354, AN4608 and A. fumigatus Af293 : Afu4g03520, Afu5g14130"
